given_date,given_rank,track_id,spotify_artist,given_artist,spotify_title,given_title,given_last_week,given_peak_rank,given_weeks_on_board
2017-03-18,74,6xHI9KjUjYT0FPtGO8Mxa1,Luke Combs,Luke Combs,Hurricane,Hurricane,82,74,3
2017-03-18,75,6PCUP3dWmTjcTtXY02oFdT,Ed Sheeran,Ed Sheeran,Castle on the Hill,Castle On The Hill,66,6,8
2017-03-18,76,3V8sM5OOG6YfDuDLa2IIYJ,Future,Future Featuring Drake,Used to This (feat. Drake),Used To This,67,14,17
2017-03-18,77,4gmmRb6bZJffOOiww1JGTO,21 Savage,21 Savage & Metro Boomin,No Heart,No Heart,85,43,19
2017-03-18,78,2jIT1TfSIjVik7Qu1B6P5h,Gucci Mane,Gucci Mane & Nicki Minaj,Make Love,Make Love,,78,1
2017-03-18,79,0ipcmHor30Y8p6hCd8QUVq,Eric Church,Eric Church Featuring Rhiannon Giddens,Kill A Word,Kill A Word,74,71,12
2017-03-18,80,1ehPJRt49h6N0LoryqKZXq,Alessia Cara,Alessia Cara,How Far I'll Go - Alessia Cara Version,How Far I'll Go,94,56,13
2017-03-18,81,48tAdjG4ng2JfECa7OQujk,Brantley Gilbert,Brantley Gilbert,The Weekend,The Weekend,81,69,9
2017-03-18,82,104buTcnP2AsxqB7U1FIZ4,Linkin Park,Linkin Park Featuring Kiiara,Heavy (feat. Kiiara),Heavy,52,52,2
2017-03-18,83,0WtDGnWL2KrMCk0mI1Gpwz,Childish Gambino,Childish Gambino,Redbone,Redbone,,48,13
2017-03-18,84,4nxgA1nvXvTkmsBY0vJV57,Lauren Alaina,Lauren Alaina,Road Less Traveled,Road Less Traveled,87,80,6
2017-03-18,85,10M2Ex445zw585Ducldzkw,Brett Young,Brett Young,In Case You Didn't Know,In Case You Didn't Know,92,75,4
2017-03-18,86,2xbI8Vmyv3TkpTdywpPyNw,PnB Rock,PnB Rock,Selfish,Selfish,90,51,17
2017-03-18,87,1nIyZKYmUsbEowiizbyr2Q,Thomas Rhett,Thomas Rhett,Star Of The Show,Star Of The Show,75,45,18
2017-03-18,88,6nxQdXa1uAL0rY72wPZu89,John Legend,John Legend,Love Me Now,Love Me Now,69,23,19
2017-03-18,89,4cxMGhkinTocPSVVKWIw0d,Russ,Russ,Losin Control,Losin Control,,89,1
2017-03-18,90,6mICuAdrwEjh6Y6lroV2Kg,Shakira,Shakira Featuring Maluma,Chantaje (feat. Maluma),Chantaje,80,51,16
2017-03-18,91,5sjIhQzNljMVrDklI91ezp,Blake Shelton,Blake Shelton,A Guy with a Girl,A Guy With A Girl,79,42,16
2017-03-18,92,4VFE6ZNqa8jHAmbYICoAFg,Florida Georgia Line,Florida Georgia Line Featuring Backstreet Boys,"God, Your Mama, And Me","God, Your Mama, And Me",,92,1
2017-03-18,93,5OUSPcqhYTOzpbXzoEvKim,Keith Urban,Keith Urban Featuring Carrie Underwood,The Fighter,The Fighter,86,53,4
2017-03-18,94,0TBgMKD86t1VP3IzhxCoUl,Migos,Migos Featuring Gucci Mane,Slippery (feat. Gucci Mane),Slippery,89,48,5
2017-03-18,95,6tHt7Ln9RV8FTlT4kTxr2b,PARTYNEXTDOOR,PARTYNEXTDOOR,Not Nice,Not Nice,88,82,7
2017-03-18,96,5C6uh95eAL0RBTSGXKQwvk,Josh Turner,Josh Turner,Hometown Girl,Hometown Girl,,96,1
2017-03-18,97,2WaOQWSv0D1tZNxyLvnGAI,Kelsea Ballerini,Kelsea Ballerini,Yeah Boy,Yeah Boy,100,94,3
2017-03-18,98,2lFtnEmkIPm2ClN55e2chV,Dierks Bentley,Dierks Bentley,Black,Black,95,90,6
2017-03-18,99,3umS4y3uQDkqekNjVpiRUs,Nicky Jam,Nicky Jam,El Amante,El Amante,98,98,4
2017-03-18,100,6ie2Bw3xLj2JcGowOlcMhb,Lorde,Lorde,Green Light,Green Light,,100,1
2017-03-11,1,7qiZfU4dY1lWllzX7mPBI3,Ed Sheeran,Ed Sheeran,Shape of You,Shape Of You,1,1,7
2017-03-11,2,0M9ydKzuF3oZTfYYPfaGX1,Migos,Migos Featuring Lil Uzi Vert,Bad and Boujee (feat. Lil Uzi Vert),Bad And Boujee,3,1,15
2017-03-11,3,55n9yjI6qqXh5F2mYvUc2y,ZAYN,Zayn / Taylor Swift,I Don’t Wanna Live Forever (Fifty Shades Darker),I Don't Wanna Live Forever (Fifty Shades Darker),2,2,11
2017-03-11,4,0KKkJNfGyhkQ5aFogxQAPU,Bruno Mars,Bruno Mars,That's What I Like,That's What I Like,7,4,6
2017-03-11,5,7BKLCZ1jbUBVqRi2FVlTVw,The Chainsmokers,The Chainsmokers Featuring Halsey,Closer,Closer,5,1,30
2017-03-11,6,72jbDTw1piOOj770jWNeaG,The Chainsmokers,The Chainsmokers,Paris,Paris,11,6,6
2017-03-11,7,5oO3drDxtziYU2H1X23ZIp,Rihanna,Rihanna,Love On The Brain,Love On The Brain,8,7,19
2017-03-11,8,7qvxFz3JodM0A7xEM7k3YD,Katy Perry,Katy Perry Featuring Skip Marley,Chained To The Rhythm,Chained To The Rhythm,4,4,2
2017-03-11,9,0SGkqnVQo9KPytSri1H6cF,Big Sean,Big Sean,Bounce Back,Bounce Back,10,6,16
2017-03-11,10,3XjqLgDutxuGWZlZU1yisE,Jason Gordon,Machine Gun Kelly x Camila Cabello,Bad Things - (Machine Gun Kelly x Camila Cabello x Cover Version),Bad Things,6,4,17
2017-03-11,11,5GsaMhoaRfJJv6rAk1PxE1,Cover Guru,The Weeknd Featuring Daft Punk,I Feel It Coming (Originally Performed by The Weeknd featuring Daft Punk - Karaoke,I Feel It Coming,9,9,14
2017-03-11,12,12GEpg2XOPyqk03JZEZnJs,Kygo,Kygo x Selena Gomez,It Ain’t Me (with Selena Gomez),It Ain't Me,93,12,2
2017-03-11,13,343YBumqHu19cGoGARUTsd,Drake,Drake,Fake Love,Fake Love,12,8,18
2017-03-11,14,0wI7QkCcs8FUQE1OkXUIqd,Alessia Cara,Alessia Cara,Scars To Your Beautiful,Scars To Your Beautiful,15,8,26
2017-03-11,15,6b8Be6ljOzmkOmFslEb23P,Bruno Mars,Bruno Mars,24K Magic,24K Magic,13,4,20
2017-03-11,16,6fujklziTHa8uoM5OQSfIo,Rae Sremmurd,Rae Sremmurd Featuring Gucci Mane,Black Beatles,Black Beatles,16,1,24
2017-03-11,17,7MXVkk9YMctZqd1Srtv4MB,The Weeknd,The Weeknd Featuring Daft Punk,Starboy,Starboy,14,1,23
2017-03-11,18,0AS63m1wHv9n4VVRizK6Hc,Shawn Mendes,Shawn Mendes,Mercy,Mercy,19,17,23
2017-03-11,19,1nueTG77MzNkJTKQ0ZdGzT,Maroon 5,Maroon 5 Featuring Kendrick Lamar,Don't Wanna Know (feat. Kendrick Lamar),Don't Wanna Know,17,6,20
2017-03-11,20,2EEeOnHehOozLq4aS0n6SL,KYLE,KYLE Featuring Lil Yachty,iSpy (feat. Lil Yachty),iSpy,20,20,9
2017-03-11,21,2hrUO4drrO63i7FYbCLBl2,Clean Bandit,Clean Bandit Featuring Sean Paul & Anne-Marie,Rockabye (feat. Sean Paul & Anne-Marie),Rockabye,22,21,12
2017-03-11,22,7FpBQ067pHB67deawpbbcY,Sam Hunt,Sam Hunt,Body Like A Back Road,Body Like A Back Road,27,21,4
2017-03-11,23,7gwLQ4tZ5UdZ7qNcDyJ8wr,Maroon 5,Maroon 5 Featuring Future,Cold (feat. Future),Cold,42,23,2
2017-03-11,24,5hTpBe8h35rJ67eAWHQsJx,Aminé,Amine,Caroline,Caroline,21,11,25
2017-03-11,25,5eCkuGPZNl4mISFNPgr3Dd,Marian Hill,Marian Hill,Down,Down,30,25,6
2017-03-11,26,0SuLAslEMFZAXf0SwY7syi,Jon Bellion,Jon Bellion,All Time Low,All Time Low,26,16,20
2017-03-11,27,4Q3N4Ct4zCuIHuZ65E3BD4,Kodak Black,Kodak Black,Tunnel Vision,Tunnel Vision,,27,1
2017-03-11,28,5uCax9HTNlzGybIStD3vDh,James Arthur,James Arthur,Say You Won't Let Go,Say You Won't Let Go,23,23,18
2017-03-11,29,1WkMMavIMc4JZ8cfMmxHkI,Justin Timberlake,Justin Timberlake,"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",Can't Stop The Feeling!,25,1,42
2017-03-11,30,7dZ1Odmx9jWIweQSatnRqo,Lady Gaga,Lady Gaga,Million Reasons,Million Reasons,18,4,14
2017-03-11,31,0lYBSQXN6rCTvUZvg9S0lU,DJ Snake,DJ Snake Featuring Justin Bieber,Let Me Love You,Let Me Love You,28,4,29
2017-03-11,32,1rkfJLgTlB6XYNjgZ0sVaK,Migos,Migos,T-Shirt,T-Shirt,29,19,6
2017-03-11,33,7vu0JkJh0ldukEYbTVcqd0,Julia Michaels,Julia Michaels,Issues,Issues,34,33,5
2017-03-11,34,2bzY0Pp9o8CxnZcFt9xpPk,Sandro Martinez Featuring Sandra,Ariana Grande Featuring Nicki Minaj,Side to Side - Ariana Grande Ft. Nicki Minaj Tribute,Side To Side,24,4,26
2017-03-11,35,6mapJIPnQ23RTAevUoE0DL,Rae Sremmurd,Rae Sremmurd,Swang,Swang,57,35,10
2017-03-11,36,3a1lNhkSLSkpJE4MSHpDu9,Post Malone,Post Malone Featuring Quavo,Congratulations,Congratulations,33,33,9
2017-03-11,37,4jL6WWKFDqCOPo2hC3VhSS,Adele,Adele,Water Under the Bridge,Water Under The Bridge,31,26,16
2017-03-11,38,6i0V12jOa3mr6uu4WYhUBr,Twenty One Pilots,twenty one pilots,Heathens,Heathens,32,2,36
2017-03-11,39,23TxRN09aR1RB0G0tFoT0b,Little Big Town,Little Big Town,Better Man,Better Man,35,34,17
2017-03-11,40,3QGsuHI8jO1Rx4JWLUh9jd,Shawn Mendes,Shawn Mendes,Treat You Better,Treat You Better,36,6,38
2017-03-11,41,6PJ8FF6UR8FZXfEvpHkIVN,Ed Sheeran,Ed Sheeran,How Would You Feel (Paean),How Would You Feel (Paean),,41,1
2017-03-11,42,7f08qp3HROTkfrtNpiYGGo,Jon Pardi,Jon Pardi,Dirt On My Boots,Dirt On My Boots,39,39,12
2017-03-11,43,4dVCRSAhhb6oWgYqgjgvJT,Bebe Rexha,Bebe Rexha,I Got You,I Got You,43,43,8
2017-03-11,44,5tyMJlMqaggzvuX7TtlrTe,Lana Del Rey,Lana Del Rey,Love song,Love,,44,1
2017-03-11,45,7ihUIkrW1ztBkEafGgDtGo,Chris Brown,Chris Brown Featuring Usher & Gucci Mane,Party (feat. Usher & Gucci Mane),Party,41,40,10
2017-03-11,46,4GkkxswcdEt1tkSyiRzgnC,Future,Future,Draco,Draco,,46,1
2017-03-11,47,0qy5D3OJre7SPJNMOL9I71,DRAM,D.R.A.M. Featuring Lil Yachty,Broccoli,Broccoli,37,5,37
2017-03-11,48,0qvzXomUDJVaUboy2wMfiS,Niall Horan,Niall Horan,This Town,This Town,38,20,22
2017-03-11,49,0VgkVdmE4gld66l8iyGjgx,Future,Future,Mask Off,Mask Off,,49,1
2017-03-11,50,3VCYe6mCXebBgcfzaxCVNI,Gucci Mane,Gucci Mane Featuring Drake,Both (feat. Drake & Lil Wayne) - Remix,Both,49,41,10
2017-03-11,51,152lZdxL1OR0ZMW6KquMif,Khalid,Khalid,Location,Location,44,44,7
2017-03-11,52,104buTcnP2AsxqB7U1FIZ4,Khalid,Linkin Park Featuring Kiiara,Location,Heavy,,52,1
2017-03-11,53,2BrzlUj1u1CtvaJDGIKpsP,Noah Cyrus,Noah Cyrus Featuring Labrinth,Make Me (Cry),Make Me (Cry),46,46,11
2017-03-11,54,5W9QCBJ6Em0XWX333YrNhc,Future,Future,Rent Money,Rent Money,,54,1
2017-03-11,55,6I6NX6tjGsxFAsIfGzY9lJ,J. Cole,J. Cole,Deja Vu,Deja Vu,50,7,11
2017-03-11,56,6RUKPb4LETWmmr3iAEQktW,The Chainsmokers,The Chainsmokers & Coldplay,Something Just Like This,Something Just Like This,,56,1
2017-03-11,57,7Fa5UNizycSms5jP3SQD3F,DJ Khaled,DJ Khaled Featuring Beyonce & JAY Z,Shining (feat. Beyoncé & Jay-Z),Shining,62,57,2
2017-03-11,58,4JjIIBNoho0V2gZjH4nEzR,Michael Ray,Michael Ray,Think a Little Less,Think A Little Less,56,56,9
2017-03-11,59,6habFhsOp2NvshLv26DqMb,Luis Fonsi,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,Despacito,Despacito,55,55,6
2017-03-11,60,77hjM9bMmgfTGJXv14UFmi,Train,Train,Play That Song,Play That Song,59,41,13
2017-03-11,61,081t95JRuDUrQYSS3h8iKk,Chris Young,Chris Young Featuring Vince Gill,Sober Saturday Night (feat. Vince Gill),Sober Saturday Night,47,47,8
2017-03-11,62,6gBFPUFcJLzWGx4lenP6h2,Travis Scott,Travis Scott,goosebumps,Goosebumps,61,51,16
2017-03-11,63,0Fv5N0cHBsl4bzCbollCAS,Big Sean,Big Sean,Moves,Moves,45,38,9
2017-03-11,64,4F7A0DXBrmUAkp32uenhZt,The Weeknd,The Weeknd,Party Monster,Party Monster,58,16,14
2017-03-11,65,0pqnGHJpmpxLKifKRmU6WP,Imagine Dragons,Imagine Dragons,Believer,Believer,66,43,3
2017-03-11,66,6PCUP3dWmTjcTtXY02oFdT,Imagine Dragons,Ed Sheeran,Believer,Castle On The Hill,52,6,7
2017-03-11,67,3V8sM5OOG6YfDuDLa2IIYJ,Imagine Dragons,Future Featuring Drake,Believer,Used To This,60,14,16
2017-03-11,68,0pSBuHjILhNEo55xK1zrRt,Ayo & Teo,Ayo & Teo,Rolex,Rolex,87,68,2
2017-03-11,69,6nxQdXa1uAL0rY72wPZu89,Ayo & Teo,John Legend,Rolex,Love Me Now,51,23,18
2017-03-11,70,7floNISpH8VF4z4459Qo18,XXXTENTACION,XXXTENTACION,Look At Me!,Look At Me!,74,70,3
2017-03-11,71,1IO13V09b01gLSbmZJZ9dM,Brad Paisley,Brad Paisley,Today,Today,67,67,8
2017-03-11,72,2L6orAlH8tBhiFTumIfMyF,Starley,Starley,Call on Me - Ryan Riback Remix,Call On Me,70,70,8
2017-03-11,73,4T5Z4mbTe7kuGqgLpaRtTh,Jason Aldean,Jason Aldean,Any Ol' Barstool,Any Ol' Barstool,76,73,5
2017-03-11,74,0ipcmHor30Y8p6hCd8QUVq,Jason Aldean,Eric Church Featuring Rhiannon Giddens,Any Ol' Barstool,Kill A Word,73,71,11
2017-03-11,75,1nIyZKYmUsbEowiizbyr2Q,Jason Aldean,Thomas Rhett,Any Ol' Barstool,Star Of The Show,64,45,17
2017-03-11,76,2gYiCTytrSRtuaHP1Nac6u,Luke Bryan,Luke Bryan,Fast,Fast,72,72,5
2017-03-11,77,37F0uwRSrdzkBiuj0D5UHI,The Weeknd,The Weeknd,Reminder,Reminder,,31,5
2017-03-11,78,4RJTTrZqPFWaWACVXHkvjw,Ariana Grande,Ariana Grande Featuring Future,Everyday,Everyday,85,78,2
2017-03-11,79,5sjIhQzNljMVrDklI91ezp,Ariana Grande,Blake Shelton,Everyday,A Guy With A Girl,69,42,15
2017-03-11,80,6mICuAdrwEjh6Y6lroV2Kg,Ariana Grande,Shakira Featuring Maluma,Everyday,Chantaje,78,51,15
2017-03-11,81,48tAdjG4ng2JfECa7OQujk,Ariana Grande,Brantley Gilbert,Everyday,The Weekend,80,69,8
2017-03-11,82,6xHI9KjUjYT0FPtGO8Mxa1,Ariana Grande,Luke Combs,Everyday,Hurricane,96,82,2
2017-03-11,83,0Xm8tw6qikotb8FAOZ2ks7,Hey Violet,Hey Violet,Guys My Age,Guys My Age,68,68,5
2017-03-11,84,7pxhKtuTwofDIdgHx2DcVK,Dustin Lynch,Dustin Lynch,Seein' Red,Seein' Red,65,55,9
2017-03-11,85,4gmmRb6bZJffOOiww1JGTO,Dustin Lynch,21 Savage & Metro Boomin,Seein' Red,No Heart,82,43,18
2017-03-11,86,5OUSPcqhYTOzpbXzoEvKim,Dustin Lynch,Keith Urban Featuring Carrie Underwood,Seein' Red,The Fighter,53,53,3
2017-03-11,87,4nxgA1nvXvTkmsBY0vJV57,Dustin Lynch,Lauren Alaina,Seein' Red,Road Less Traveled,86,80,5
2017-03-11,88,6tHt7Ln9RV8FTlT4kTxr2b,Dustin Lynch,PARTYNEXTDOOR,Seein' Red,Not Nice,83,82,6
2017-03-11,89,0TBgMKD86t1VP3IzhxCoUl,Dustin Lynch,Migos Featuring Gucci Mane,Seein' Red,Slippery,79,48,4
2017-03-11,90,2xbI8Vmyv3TkpTdywpPyNw,Dustin Lynch,PnB Rock,Seein' Red,Selfish,89,51,16
2017-03-11,91,4XaW4jIud5YxwV4QRJOb40,Future,Future,Super Trapper,Super Trapper,,91,1
2017-03-11,92,10M2Ex445zw585Ducldzkw,Future,Brett Young,Super Trapper,In Case You Didn't Know,75,75,3
2017-03-11,93,2BOqDYLOJBiMOXShCV1neZ,Calum Scott,Calum Scott,Dancing On My Own,Dancing On My Own,,93,2
2017-03-11,94,1ehPJRt49h6N0LoryqKZXq,Calum Scott,Alessia Cara,Dancing On My Own,How Far I'll Go,91,56,12
2017-03-11,95,2lFtnEmkIPm2ClN55e2chV,Calum Scott,Dierks Bentley,Dancing On My Own,Black,92,90,5
2017-03-11,97,1MksGqIztTT6M9R1ErKVs8,Big Sean,Big Sean Featuring Eminem,No Favors,No Favors,63,22,3
2017-03-11,98,3umS4y3uQDkqekNjVpiRUs,Big Sean,Nicky Jam,No Favors,El Amante,98,98,3
2017-03-11,99,2IG6Te7JyvrtqhFeOF7le4,Future,Future,Zoom,Zoom,,99,1
2017-03-11,100,2WaOQWSv0D1tZNxyLvnGAI,Future,Kelsea Ballerini,Zoom,Yeah Boy,94,94,2
2017-03-04,1,7qiZfU4dY1lWllzX7mPBI3,Future,Ed Sheeran,Zoom,Shape Of You,1,1,6
2017-03-04,2,55n9yjI6qqXh5F2mYvUc2y,Future,Zayn / Taylor Swift,Zoom,I Don't Wanna Live Forever (Fifty Shades Darker),3,2,10
2017-03-04,3,0M9ydKzuF3oZTfYYPfaGX1,Future,Migos Featuring Lil Uzi Vert,Zoom,Bad And Boujee,2,1,14
2017-03-04,4,7qvxFz3JodM0A7xEM7k3YD,Future,Katy Perry Featuring Skip Marley,Zoom,Chained To The Rhythm,,4,1
2017-03-04,5,7BKLCZ1jbUBVqRi2FVlTVw,Future,The Chainsmokers Featuring Halsey,Zoom,Closer,7,1,29
2017-03-04,6,3XjqLgDutxuGWZlZU1yisE,Future,Machine Gun Kelly x Camila Cabello,Zoom,Bad Things,5,4,16
2017-03-04,7,0KKkJNfGyhkQ5aFogxQAPU,Future,Bruno Mars,Zoom,That's What I Like,37,7,5
2017-03-04,8,5oO3drDxtziYU2H1X23ZIp,Future,Rihanna,Zoom,Love On The Brain,13,8,18
2017-03-04,9,5GsaMhoaRfJJv6rAk1PxE1,Future,The Weeknd Featuring Daft Punk,Zoom,I Feel It Coming,16,9,13
2017-03-04,10,0SGkqnVQo9KPytSri1H6cF,Future,Big Sean,Zoom,Bounce Back,6,6,15
2017-03-04,11,72jbDTw1piOOj770jWNeaG,Future,The Chainsmokers,Zoom,Paris,10,7,5
2017-03-04,12,343YBumqHu19cGoGARUTsd,Future,Drake,Zoom,Fake Love,11,8,17
2017-03-04,13,6b8Be6ljOzmkOmFslEb23P,Future,Bruno Mars,Zoom,24K Magic,15,4,19
2017-03-04,14,7MXVkk9YMctZqd1Srtv4MB,Future,The Weeknd Featuring Daft Punk,Zoom,Starboy,12,1,22
2017-03-04,15,0wI7QkCcs8FUQE1OkXUIqd,Future,Alessia Cara,Zoom,Scars To Your Beautiful,8,8,25
2017-03-04,16,6fujklziTHa8uoM5OQSfIo,Future,Rae Sremmurd Featuring Gucci Mane,Zoom,Black Beatles,14,1,23
2017-03-04,17,1nueTG77MzNkJTKQ0ZdGzT,Future,Maroon 5 Featuring Kendrick Lamar,Zoom,Don't Wanna Know,9,6,19
2017-03-04,18,7dZ1Odmx9jWIweQSatnRqo,Future,Lady Gaga,Zoom,Million Reasons,4,4,13
2017-03-04,19,0AS63m1wHv9n4VVRizK6Hc,Future,Shawn Mendes,Zoom,Mercy,19,17,22
2017-03-04,20,2EEeOnHehOozLq4aS0n6SL,Future,KYLE Featuring Lil Yachty,Zoom,iSpy,28,20,8
2017-03-04,21,5hTpBe8h35rJ67eAWHQsJx,Future,Amine,Zoom,Caroline,17,11,24
2017-03-04,22,2hrUO4drrO63i7FYbCLBl2,Future,Clean Bandit Featuring Sean Paul & Anne-Marie,Zoom,Rockabye,23,22,11
2017-03-04,23,5uCax9HTNlzGybIStD3vDh,Future,James Arthur,Zoom,Say You Won't Let Go,27,23,17
2017-03-04,24,2bzY0Pp9o8CxnZcFt9xpPk,Future,Ariana Grande Featuring Nicki Minaj,Zoom,Side To Side,18,4,25
2017-03-04,25,1WkMMavIMc4JZ8cfMmxHkI,Future,Justin Timberlake,Zoom,Can't Stop The Feeling!,25,1,41
2017-03-04,26,0SuLAslEMFZAXf0SwY7syi,Future,Jon Bellion,Zoom,All Time Low,24,16,19
2017-03-04,27,7FpBQ067pHB67deawpbbcY,Future,Sam Hunt,Zoom,Body Like A Back Road,21,21,3
2017-03-04,28,0lYBSQXN6rCTvUZvg9S0lU,Future,DJ Snake Featuring Justin Bieber,Zoom,Let Me Love You,20,4,28
2017-03-04,29,1rkfJLgTlB6XYNjgZ0sVaK,Future,Migos,Zoom,T-Shirt,26,19,5
2017-03-04,30,5eCkuGPZNl4mISFNPgr3Dd,Future,Marian Hill,Zoom,Down,31,30,5
2017-03-04,31,4jL6WWKFDqCOPo2hC3VhSS,Future,Adele,Zoom,Water Under The Bridge,30,26,15
2017-03-04,32,6i0V12jOa3mr6uu4WYhUBr,Future,twenty one pilots,Zoom,Heathens,29,2,35
2017-03-04,33,3a1lNhkSLSkpJE4MSHpDu9,Future,Post Malone Featuring Quavo,Zoom,Congratulations,39,33,8
2017-03-04,34,7vu0JkJh0ldukEYbTVcqd0,Future,Julia Michaels,Zoom,Issues,41,34,4
2017-03-04,35,23TxRN09aR1RB0G0tFoT0b,Future,Little Big Town,Zoom,Better Man,40,34,16
2017-03-04,36,3QGsuHI8jO1Rx4JWLUh9jd,Future,Shawn Mendes,Zoom,Treat You Better,36,6,37
2017-03-04,37,0qy5D3OJre7SPJNMOL9I71,Future,D.R.A.M. Featuring Lil Yachty,Zoom,Broccoli,35,5,36
2017-03-04,38,0qvzXomUDJVaUboy2wMfiS,Future,Niall Horan,Zoom,This Town,33,20,21
2017-03-04,39,7f08qp3HROTkfrtNpiYGGo,Future,Jon Pardi,Zoom,Dirt On My Boots,46,39,11
2017-03-04,40,4Ce37cRWvM1vIGGynKcs22,Hailee Steinfeld,Hailee Steinfeld & Grey Featuring Zedd,Starving,Starving,34,12,29
2017-03-04,41,7ihUIkrW1ztBkEafGgDtGo,Hailee Steinfeld,Chris Brown Featuring Usher & Gucci Mane,Starving,Party,48,40,9
2017-03-04,42,7gwLQ4tZ5UdZ7qNcDyJ8wr,Hailee Steinfeld,Maroon 5 Featuring Future,Starving,Cold,,42,1
2017-03-04,43,4dVCRSAhhb6oWgYqgjgvJT,Hailee Steinfeld,Bebe Rexha,Starving,I Got You,56,43,7
2017-03-04,44,152lZdxL1OR0ZMW6KquMif,Hailee Steinfeld,Khalid,Starving,Location,52,44,6
2017-03-04,45,0Fv5N0cHBsl4bzCbollCAS,Hailee Steinfeld,Big Sean,Starving,Moves,38,38,8
2017-03-04,46,2BrzlUj1u1CtvaJDGIKpsP,Hailee Steinfeld,Noah Cyrus Featuring Labrinth,Starving,Make Me (Cry),47,46,10
2017-03-04,47,081t95JRuDUrQYSS3h8iKk,Hailee Steinfeld,Chris Young Featuring Vince Gill,Starving,Sober Saturday Night,66,47,7
2017-03-04,48,1lItf5ZXJc1by9SbPeljFd,Zay Hilfigerrr,Zay Hilfigerrr & Zayion McCall,Juju on That Beat (TZ Anthem),Juju On That Beat (TZ Anthem),42,5,21
2017-03-04,49,3VCYe6mCXebBgcfzaxCVNI,Zay Hilfigerrr,Gucci Mane Featuring Drake,Juju on That Beat (TZ Anthem),Both,53,41,9
2017-03-04,50,6I6NX6tjGsxFAsIfGzY9lJ,Zay Hilfigerrr,J. Cole,Juju on That Beat (TZ Anthem),Deja Vu,51,7,10
2017-03-04,51,6nxQdXa1uAL0rY72wPZu89,Zay Hilfigerrr,John Legend,Juju on That Beat (TZ Anthem),Love Me Now,45,23,17
2017-03-04,52,6PCUP3dWmTjcTtXY02oFdT,Zay Hilfigerrr,Ed Sheeran,Juju on That Beat (TZ Anthem),Castle On The Hill,62,6,6
2017-03-04,53,5OUSPcqhYTOzpbXzoEvKim,Zay Hilfigerrr,Keith Urban Featuring Carrie Underwood,Juju on That Beat (TZ Anthem),The Fighter,,53,2
2017-03-04,54,4PxDHEEyHgYC6NUgqMtDFy,Nick Jonas,Nick Jonas & Nicki Minaj,Bom Bidi Bom,Bom Bidi Bom,,54,1
2017-03-04,55,6habFhsOp2NvshLv26DqMb,Nick Jonas,Luis Fonsi & Daddy Yankee Featuring Justin Bieber,Bom Bidi Bom,Despacito,61,55,5
2017-03-04,56,4JjIIBNoho0V2gZjH4nEzR,Nick Jonas,Michael Ray,Bom Bidi Bom,Think A Little Less,63,56,8
2017-03-04,57,6mapJIPnQ23RTAevUoE0DL,Nick Jonas,Rae Sremmurd,Bom Bidi Bom,Swang,77,57,9
2017-03-04,58,4F7A0DXBrmUAkp32uenhZt,Nick Jonas,The Weeknd,Bom Bidi Bom,Party Monster,60,16,13
2017-03-04,59,77hjM9bMmgfTGJXv14UFmi,Nick Jonas,Train,Bom Bidi Bom,Play That Song,59,41,12
2017-03-04,60,3V8sM5OOG6YfDuDLa2IIYJ,Nick Jonas,Future Featuring Drake,Bom Bidi Bom,Used To This,57,14,15
2017-03-04,61,6gBFPUFcJLzWGx4lenP6h2,Nick Jonas,Travis Scott,Bom Bidi Bom,Goosebumps,65,51,15
2017-03-04,62,7Fa5UNizycSms5jP3SQD3F,Nick Jonas,DJ Khaled Featuring Beyonce & JAY Z,Bom Bidi Bom,Shining,,62,1
2017-03-04,63,1MksGqIztTT6M9R1ErKVs8,Nick Jonas,Big Sean Featuring Eminem,Bom Bidi Bom,No Favors,22,22,2
2017-03-04,64,1nIyZKYmUsbEowiizbyr2Q,Nick Jonas,Thomas Rhett,Bom Bidi Bom,Star Of The Show,58,45,16
2017-03-04,65,7pxhKtuTwofDIdgHx2DcVK,Nick Jonas,Dustin Lynch,Bom Bidi Bom,Seein' Red,55,55,8
2017-03-04,66,0pqnGHJpmpxLKifKRmU6WP,Nick Jonas,Imagine Dragons,Bom Bidi Bom,Believer,43,43,2
2017-03-04,67,1IO13V09b01gLSbmZJZ9dM,Nick Jonas,Brad Paisley,Bom Bidi Bom,Today,75,67,7
2017-03-04,68,0Xm8tw6qikotb8FAOZ2ks7,Nick Jonas,Hey Violet,Bom Bidi Bom,Guys My Age,69,68,4
2017-03-04,69,5sjIhQzNljMVrDklI91ezp,Nick Jonas,Blake Shelton,Bom Bidi Bom,A Guy With A Girl,64,42,14
2017-03-04,70,2L6orAlH8tBhiFTumIfMyF,Nick Jonas,Starley,Bom Bidi Bom,Call On Me,72,70,7
2017-03-04,71,4S6fv0puLCsfYjyBTPDb9k,Sia,Sia,Helium,Helium,,71,1
2017-03-04,72,2gYiCTytrSRtuaHP1Nac6u,Sia,Luke Bryan,Helium,Fast,80,72,4
2017-03-04,73,0ipcmHor30Y8p6hCd8QUVq,Sia,Eric Church Featuring Rhiannon Giddens,Helium,Kill A Word,78,71,10
2017-03-04,74,7floNISpH8VF4z4459Qo18,Sia,XXXTENTACION,Helium,Look At Me!,95,74,2
