given_date,given_rank,track_id,spotify_artist,given_artist,spotify_title,given_title,given_last_week,given_peak_rank,given_weeks_on_board
2001-08-25,54,3e41nkMyqcAwaQCXJVj87G,Brooks & Dunn,Brooks & Dunn,Only In America,Only In America,57,54,6
2001-08-25,55,0NdEFLohwfZpyncrBCq1ZY,Toya,Toya,I Do!!,I Do!!,55,32,13
2001-08-25,56,4XRUKxDIn28c7uHEzbGFgj,Backstreet Boys,Backstreet Boys,More Than That,More Than That,53,27,14
2001-08-25,57,2onNmw7lzEoDRXl46jDO5O,Trisha Yearwood,Trisha Yearwood,I Would've Loved You Anyway,I Would've Loved You Anyway,63,57,4
2001-08-25,58,0PSZ9G584Ve27GK6ThlY6P,Christina Aguilera,"Christina Aguilera, Lil' Kim, Mya & P!nk",Lady Marmalade - Single Edit,Lady Marmalade,51,1,20
2001-08-25,59,4gM2BugovNf4bvXdjZODzG,Nelly Furtado,Nelly Furtado,Turn Off The Light,Turn Off The Light,69,59,2
2001-08-25,60,7ktlRGfo8wQaruyZD8xCii,Chris Cagle,Chris Cagle,Laredo,Laredo,62,60,8
2001-08-25,61,2rsjgtDbLeSYttYBPL5L1m,Rascal Flatts,Rascal Flatts,While You Loved Me,While You Loved Me,60,60,9
2001-08-25,62,3PbHle8KhJp6GuO1jLdEmQ,3 Doors Down,3 Doors Down,Be Like That,Be Like That,65,62,5
2001-08-25,63,1s2khOWzC99udpUaPICLJI,Faith Hill,Faith Hill,There You'll Be - 2007 Remaster,There You'll Be,59,10,14
2001-08-25,64,5z5ao3FAaVwHk1g7xuOBcB,Fuel,Fuel,Bad Day,Bad Day,64,64,5
2001-08-25,65,3uD4aRM8QoEAAhwpOke7QU,LFO,LFO,Every Other Time - Radio Edit & Album Version,Every Other Time,,65,1
2001-08-25,66,0khUsHfJrVCu3Pn4WuzNd5,Tim McGraw,Tim McGraw,Angry All The Time,Angry All The Time,70,66,2
2001-08-25,67,49aUxrufliNDGj7MTm7pNU,Jill Scott,Jill Scott,The Way,The Way,61,61,8
2001-08-25,68,7K4Aq4awgYvDKEJdEvvl4j,Fabolous,Fabolous Featuring Nate Dogg,Can't Deny It (feat. Nate Dogg),Can't Deny It,77,68,6
2001-08-25,69,7xwFOVYwBuLvFquLyfooRp,Ray J,Ray J Featuring Lil' Kim,Wait a Minute (feat. Lil' Kim),Wait A Minute,56,30,14
2001-08-25,70,44LFap7VrB4356vfbQOZHg,JUVENILE,Juvenile,Set It Off,Set It Off,74,70,3
2001-08-25,71,55mJleti2WfWEFNFcBduhc,TOOL,Tool,Schism,Schism,68,68,10
2001-08-25,72,0FpLfrOyHblbDlHUsrPN1N,Busta Rhymes,Violator Featuring Busta Rhymes,What's It Gonna Be?! (feat. Janet Jackson),What It Is,66,63,9
2001-08-25,73,7yMiX7n9SBvadzox8T5jzT,Gorillaz,Gorillaz,Clint Eastwood,Clint Eastwood,,73,1
2001-08-25,74,7cFQFr1VpkSp3BTIn7X719,R. Kelly,R. Kelly,Feelin' On Yo Booty,Feelin' On Yo Booty,,74,1
2001-08-25,75,23qDMWnwf8p0pr5slljB6i,Phil Vassar,Phil Vassar,Six-Pack Summer,Six-Pack Summer,76,75,3
2001-08-25,76,6ej1QJ8eIYmhsyTlvgDajy,Alan Jackson,Alan Jackson,Where I Come From,Where I Come From,,76,1
2001-08-25,77,2ydUT1pFhuLDnouelIv4WH,blink-182,Blink-182,The Rock Show,The Rock Show,75,71,5
2001-08-25,78,5z6xHjCZr7a7AIcy8sPBKy,Alien Ant Farm,Alien Ant Farm,Smooth Criminal,Smooth Criminal,,78,1
2001-08-25,79,57BrRMwf9LrcmuOsyGilwr,Linkin Park,Linkin Park,Crawling,Crawling,79,79,3
2001-08-25,80,5LVTzrOs7Ban5EpU9XkGSW,The Delfonics,Dream,Hey! Love,This Is Me,80,39,16
2001-08-25,81,6dJZY47RgBcd7A9pSsWL6S,Coo Coo Cal,Coo Coo Cal,My Projects,My Projects,81,81,4
2001-08-25,82,0eEIBDavijQl5u7A4yBpSs,Ameritz Countdown Karaoke,Gigi D'Agostino,I'll Fly with You (L'amour Toujours) [In the Style of Gigi D'agostino] [Karaoke Version],I'll Fly With You (L'amour Toujours),85,82,4
2001-08-25,83,3TcoHf7nvC8RaDVdfIFjFR,Sara Evans,Sara Evans,I Could Not Ask for More,I Could Not Ask For More,71,35,19
2001-08-25,84,2423gyT9B3zNqC9ZD8QfSu,Faith Evans,Faith Evans Featuring Carl Thomas,Can't Believe (feat. Carl Thomas),Can't Believe,72,56,17
2001-08-25,85,0Jc8qF1mUPo1A96HE9QxZz,*NSYNC,'N Sync,Pop,Pop,73,19,13
2001-08-25,86,4ukCThz76ZkKJzTlmDlKpa,Trick Pony,Trick Pony,On a Night Like This,On A Night Like This,86,86,5
2001-08-25,87,5rJRKtJzm7qacwYEjsKav6,Lee Ann Womack,Lee Ann Womack,Why They Call It Falling,Why They Call It Falling,78,78,6
2001-08-25,88,02GwPAncasVL82yC7y2hmN,Petey Pablo,Petey Pablo,Raise Up,Raise Up,88,88,3
2001-08-25,89,3jZHJO0QAb8sbv71DXOD9J,Matchbox Twenty,matchbox twenty,Mad Season,Mad Season,84,48,17
2001-08-25,90,6Jvx6HCj3wxWWIs90YqWXj,Nivea,Nivea,Don't Mess With The Radio,Don't Mess With The Radio,90,90,2
2001-08-25,91,0pm08BZksjfIZmXcPckvEc,Bow Wow,Lil Bow Wow,Ghetto Girls,Ghetto Girls,91,91,2
2001-08-25,92,3dxDj8pDPlIHCIrUPXuCeG,Darude,Darude,Sandstorm,Sandstorm,83,83,6
2001-08-25,93,4lyjlRP5xoJKsMqwiz7558,Musiq Soulchild,Musiq Soulchild Featuring Ayana,Girl Next Door,Girl Next Door,,93,1
2001-08-25,94,23xteU6IlMeNxJ2sYcjHlR,BIA,"Lil Jon & The East Side Boyz Featuring Ludacris, Too Short, Big Kap & Chyna Whyte",BIA BIA (feat. Lil Jon),Bia' Bia',,94,1
2001-08-25,95,2c7huQpWR29bcXrrvLcG2j,Aaliyah,Aaliyah Featuring Timbaland,We Need A Resolution (feat. Timbaland),We Need A Resolution,82,59,13
2001-08-25,96,3uMZMYC0GurzpeTf9QvPe0,Ian van Dahl,Ian Van Dahl Featuring Marsha,Castles In The Sky,Castles In The Sky,100,96,4
2001-08-25,97,154grZhOoDf2FDTnS2BpK6,Brad Paisley,Brad Paisley,Two People Fell in Love,Two People Fell In Love,87,51,18
2001-08-25,98,55oovDrYcI8EzQxg7mHVrD,Lionel Richie,Lionel Richie,Angel - Metro Mix Radio Edit,Angel,92,70,17
2001-08-25,99,1PUNthIXityeZlnRLcP7JI,Christina Milian,Christina Milian,AM To PM,AM To PM,,99,1
2001-08-25,100,514AneEN1C63hmnVNC4dLJ,Samantha Mumba,Samantha Mumba,Baby Come On Over (This Is Our Night),"Baby, Come Over (This Is Our Night)",95,49,16
2001-08-18,1,0KQx6HOpJueiSkztcS0r7D,Alicia Keys,Alicia Keys,Fallin',Fallin',7,1,10
2001-08-18,2,5ncKa5K5qxoRDIn5p7Qqmm,The Karaoke Crew,Eve Featuring Gwen Stefani,Let Me Blow Ya Mind (As Made Famous By Eve Featuring Gwen Stefani),Let Me Blow Ya Mind,3,2,17
2001-08-18,3,4zYTZvtcww7OWKie7fxA9E,Blu Cantrell,Blu Cantrell,Hit 'Em Up Style (Oops!),Hit 'Em Up Style (Oops!),4,2,16
2001-08-18,4,6MLsahMK3VvH9NUwXOktdS,Jennifer Lopez,Jennifer Lopez Featuring Ja Rule,I'm Real (feat. Ja Rule) - Murder Remix,I'm Real,9,4,7
2001-08-18,5,41nT1Sp6ChR65FbsdLlFHW,Destiny's Child,Destiny's Child,Bootylicious,Bootylicious,1,1,11
2001-08-18,6,2QsZVnbWVSjKMXK6K3uRBL,Usher,Usher,U Remind Me,U Remind Me,5,1,10
2001-08-18,7,2VbmTtZn6SdR33FGklXhVU,Off The Record Karaoke,Jagged Edge With Nelly,Where the Party at (In the Style of Jagged Edge - Nelly) [Karaoke Version With Lead Vocal],Where The Party At,10,7,12
2001-08-18,8,0WdaRmHBMhUoLPqHLdb9yg,O-Town,O-Town,All or Nothing,All Or Nothing,6,3,11
2001-08-18,9,5fTFotLuBHdqoO4k8BnxET,Hot Fox Karaoke,Mariah Carey Featuring Cameo,Loverboy (In The Style Of 'Mariah Carey Featuring Cameo'),Loverboy,2,2,9
2001-08-18,10,2hKdd3qO7cWr2Jo0Bcs0MA,Train,Train,Drops of Jupiter (Tell Me),Drops Of Jupiter (Tell Me),8,5,23
2001-08-18,11,0wqOReZDnrefefEsrIGeR4,Lifehouse,Lifehouse,Hanging By A Moment,Hanging By A Moment,11,2,28
2001-08-18,12,25CMmGsl22APKhfuj4Tp7j,Staind,Staind,It's Been Awhile,It's Been Awhile,13,12,19
2001-08-18,13,4w9soAM7IrmYDhSXLp14p6,Jack Black,112,Peaches,Peaches & Cream,12,4,19
2001-08-18,14,43zr9kKkeiQrshvYuvNtfM,Janet Jackson,Janet,Someone To Call My Lover,Someone To Call My Lover,14,14,9
2001-08-18,15,5ZsPy9wHH733NlU6c4v2Hi,Sugar Ray,Sugar Ray,When It's Over - David Kahne Main,When It's Over,16,15,12
2001-08-18,16,7nnWIPM5hwE3DaUBkvOIpy,Incubus,Incubus,Drive,Drive,17,9,27
2001-08-18,17,1tJkic0TURTCXw3rBhYgWu,City High,City High,What Would You Do?,What Would You Do?,15,8,22
2001-08-18,18,0UzsDmdpw0Q14KU4hieQss,Craig David,Craig David,Fill Me In,Fill Me In,18,18,11
2001-08-18,19,4Vx3lC2E2wr3ZlT7pA2jOT,D12,D12,Purple Hills,Purple Hills,19,19,9
2001-08-18,20,2WQAknZHrJAEQOFXe0F44P,Blake Shelton,Blake Shelton,Austin,Austin,21,20,13
2001-08-18,21,7teF2kwC3GL00mQfwtxzo9,The Isley Brothers,The Isley Brothers Featuring Ronald Isley,"For the Love of You, Pts. 1 & 2",Contagious,25,21,6
2001-08-18,22,4h5KBcltGefua73AUPYps7,JAY-Z,JAY-Z,Izzo (H.O.V.A.),Izzo (H.O.V.A.),27,22,4
2001-08-18,23,4KoecuyOpZaNFZ0UqVsllc,Uncle Kracker,Uncle Kracker,Follow Me,Follow Me,24,5,24
2001-08-18,24,0l8YY2QAbkXAUnhAs1RHUF,The Karaoke Channel,"Missy ""Misdemeanor"" Elliott","Get Ur Freak On (Radio Version) (Karaoke Version) - (In The Style Of Missy ""Misdemeanor"" Elliott)",Get Ur Freak On,20,7,22
2001-08-18,25,65KzDXZm9aQt8sA1k0ZVG3,Dave Matthews Band,Dave Matthews Band,The Space Between,The Space Between,28,25,14
2001-08-18,26,5ONjjxFYoBzp7v2PMHBAvT,ProTracks (Karaoke),"Missy ""Misdemeanor"" Elliott","One Minute Man - In the Style of Missy ""Misdemeanor"" Elliott (Karaoke Version Teaching Vocal)",One Minute Man,29,26,6
2001-08-18,27,2TVSa07y6g3HRn4oLWv57M,Jessica Simpson,Jessica Simpson,Irresistible,Irresistible,23,15,14
2001-08-18,28,6f67kjvFmXZTA47K8JNVBU,Willa Ford,Willa Ford,I Wanna Be Bad,I Wanna Be Bad,22,22,11
2001-08-18,29,3aw9iWUQ3VrPQltgwvN9Xu,Mary J. Blige,Mary J. Blige,Family Affair,Family Affair,42,29,4
2001-08-18,30,4tgeQrPu5xkrnwErym2JsJ,Eve 6,Eve 6,Here's to the Night,Here's To The Night,30,30,11
2001-08-18,31,3lcC9CnN7Rpo1ugATzmYjY,Ludacris,Ludacris Featuring Nate Dogg,Area Codes,Area Codes,44,31,6
2001-08-18,32,1RC5Mb0VhnlhnMlFDnrvE0,Smash Mouth,Smash Mouth,I'm A Believer - Radio Edit,I'm A Believer,45,32,5
2001-08-18,33,4nqhpXmbCksSZ1I1QUf8Ac,The Karaoke Crew,Nelly Featuring City Spud,Ride Wit Me (As Made Famous by Nelly Featuring City Spud),Ride Wit Me,26,3,26
2001-08-18,34,751gBcu62kORDelX7FV0mM,Dido,Dido,Thank You,Thank You,33,3,32
2001-08-18,35,49XSbzWYyB20DTlBtQiZFw,J. Cozier,Jimmy Cozier,She's All I Got - Radio Edit,She's All I Got,32,26,10
2001-08-18,36,6X1MOfJSjBT54VcbD1o7vR,Jamie O'Neal,Jamie O'Neal,When I Think About Angels,When I Think About Angels,35,35,11
2001-08-18,37,6CBRI05fAHw76JqDk2IRkK,Toby Keith,Toby Keith,I'm Just Talkin' About Tonight,I'm Just Talkin' About Tonight,40,37,10
2001-08-18,38,2YhdP9Wq1yH2pshQ6sWnHo,Cyndi Thomson,Cyndi Thomson,What I Really Meant To Say,What I Really Meant To Say,47,38,12
2001-08-18,39,0twRGRH1uG8XGH99X5R9V3,The Wiseguys,The Wiseguys,Start the Commotion,Start The Commotion,51,39,3
2001-08-18,40,6IFOw9Ck9mWHRQgw6QrPYx,Erick Sermon,Erick Sermon Featuring Marvin Gaye,Music (feat. Marvin Gaye),Music,31,22,12
2001-08-18,41,1UkMAtLU8NxsddE7j4zXGO,American Hi-Fi,American Hi-Fi,Flavor Of The Weak,Flavor Of The Weak,41,41,9
2001-08-18,42,6KCOOKsDFfGEiwWZZlEI6O,Lil' Mo,Lil' Mo Featuring Fabolous,Superwoman Pt. II - Rap Version Remix,Superwoman Pt. II,37,11,21
2001-08-18,43,650M98AP1WgRo1jJ0snmoI,Luther Vandross,Luther Vandross,Take You Out - Radio Edit,Take You Out,36,26,5
2001-08-18,44,34Vn9nKfztyLco9lJazy4j,Lonestar,Lonestar,I'm Already There,I'm Already There,39,24,16
2001-08-18,45,7qLQR9T8vL638MbPYCDAFk,Keith Urban,Keith Urban,Where The Blacktop Ends,Where The Blacktop Ends,46,45,10
2001-08-18,46,6j2aNuhJJUnRj6UHcvn5PI,Trick Daddy,Trick Daddy,I'm a Thug,I'm A Thug,58,46,5
2001-08-18,47,2eOuL8KesslTLQERQPu11D,Diddy,"P. Diddy, Black Rob & Mark Curry",Bad Boy for Life,Bad Boy For Life,53,47,4
2001-08-18,48,0Uyh92tLyb9JawG8lmWCzJ,Ginuwine,Ginuwine,Differences,Differences,57,48,4
2001-08-18,49,3zjLEJ6EPYJHZRtWGMhMSJ,Montgomery Gentry,Montgomery Gentry,She Couldn't Change Me,She Couldn't Change Me,38,37,20
2001-08-18,50,3sCTGhBAfmP3xFi7NTazxC,poppa,R. Kelly Featuring Jay-Z,R Kelly,Fiesta,43,6,21
2001-08-18,51,0PSZ9G584Ve27GK6ThlY6P,Christina Aguilera,"Christina Aguilera, Lil' Kim, Mya & P!nk",Lady Marmalade - Single Edit,Lady Marmalade,34,1,19
2001-08-18,52,6FLwmdmW77N1Pxb1aWsZmO,Enya,Enya,Only Time,Only Time,61,52,6
2001-08-18,53,4XRUKxDIn28c7uHEzbGFgj,Backstreet Boys,Backstreet Boys,More Than That,More Than That,55,27,13
2001-08-18,54,0YHBvFhfCJHyP5qfgtiX1o,Jaheim,Jaheim,Just in Case,Just In Case,56,54,8
2001-08-18,55,0NdEFLohwfZpyncrBCq1ZY,Toya,Toya,I Do!!,I Do!!,54,32,12
2001-08-18,56,7xwFOVYwBuLvFquLyfooRp,Ray J,Ray J Featuring Lil' Kim,Wait a Minute (feat. Lil' Kim),Wait A Minute,50,30,13
2001-08-18,57,3e41nkMyqcAwaQCXJVj87G,Brooks & Dunn,Brooks & Dunn,Only In America,Only In America,60,57,5
2001-08-18,58,0cHRuyr1YyvJXTCX5ZeqSO,Jo Dee Messina,Jo Dee Messina,Downtime,Downtime,59,58,10
2001-08-18,59,1s2khOWzC99udpUaPICLJI,Faith Hill,Faith Hill,There You'll Be - 2007 Remaster,There You'll Be,52,10,13
2001-08-18,60,2rsjgtDbLeSYttYBPL5L1m,Rascal Flatts,Rascal Flatts,While You Loved Me,While You Loved Me,68,60,8
2001-08-18,61,49aUxrufliNDGj7MTm7pNU,Jill Scott,Jill Scott,The Way,The Way,67,61,7
2001-08-18,62,7ktlRGfo8wQaruyZD8xCii,Chris Cagle,Chris Cagle,Laredo,Laredo,64,62,7
2001-08-18,63,2onNmw7lzEoDRXl46jDO5O,Trisha Yearwood,Trisha Yearwood,I Would've Loved You Anyway,I Would've Loved You Anyway,74,63,3
2001-08-18,64,5z5ao3FAaVwHk1g7xuOBcB,Fuel,Fuel,Bad Day,Bad Day,66,64,4
2001-08-18,65,3PbHle8KhJp6GuO1jLdEmQ,3 Doors Down,3 Doors Down,Be Like That,Be Like That,65,65,4
2001-08-18,66,0FpLfrOyHblbDlHUsrPN1N,Busta Rhymes,Violator Featuring Busta Rhymes,What's It Gonna Be?! (feat. Janet Jackson),What It Is,63,63,8
2001-08-18,67,0rRboI6IRuGx56Dq3UdYY4,Afroman,Afroman,Because I Got High,Because I Got High,,67,1
2001-08-18,68,55mJleti2WfWEFNFcBduhc,TOOL,Tool,Schism,Schism,72,68,9
2001-08-18,69,4gM2BugovNf4bvXdjZODzG,Nelly Furtado,Nelly Furtado,Turn Off The Light,Turn Off The Light,,69,1
2001-08-18,70,0khUsHfJrVCu3Pn4WuzNd5,Tim McGraw,Tim McGraw,Angry All The Time,Angry All The Time,,70,1
2001-08-18,71,3TcoHf7nvC8RaDVdfIFjFR,Sara Evans,Sara Evans,I Could Not Ask for More,I Could Not Ask For More,75,35,18
2001-08-18,72,2423gyT9B3zNqC9ZD8QfSu,Faith Evans,Faith Evans Featuring Carl Thomas,Can't Believe (feat. Carl Thomas),Can't Believe,69,56,16
2001-08-18,73,0Jc8qF1mUPo1A96HE9QxZz,*NSYNC,'N Sync,Pop,Pop,62,19,12
2001-08-18,74,44LFap7VrB4356vfbQOZHg,JUVENILE,Juvenile,Set It Off,Set It Off,76,74,2
2001-08-18,75,2ydUT1pFhuLDnouelIv4WH,blink-182,Blink-182,The Rock Show,The Rock Show,71,71,4
2001-08-18,76,23qDMWnwf8p0pr5slljB6i,Phil Vassar,Phil Vassar,Six-Pack Summer,Six-Pack Summer,78,76,2
2001-08-18,77,7K4Aq4awgYvDKEJdEvvl4j,Fabolous,Fabolous Featuring Nate Dogg,Can't Deny It (feat. Nate Dogg),Can't Deny It,81,77,5
2001-08-18,78,5rJRKtJzm7qacwYEjsKav6,Lee Ann Womack,Lee Ann Womack,Why They Call It Falling,Why They Call It Falling,80,78,5
2001-08-18,79,57BrRMwf9LrcmuOsyGilwr,Linkin Park,Linkin Park,Crawling,Crawling,79,79,2
2001-08-18,80,5LVTzrOs7Ban5EpU9XkGSW,The Delfonics,Dream,Hey! Love,This Is Me,70,39,15
2001-08-18,81,6dJZY47RgBcd7A9pSsWL6S,Coo Coo Cal,Coo Coo Cal,My Projects,My Projects,93,81,3
2001-08-18,82,2c7huQpWR29bcXrrvLcG2j,Aaliyah,Aaliyah Featuring Timbaland,We Need A Resolution (feat. Timbaland),We Need A Resolution,82,59,12
2001-08-18,83,3dxDj8pDPlIHCIrUPXuCeG,Darude,Darude,Sandstorm,Sandstorm,84,83,5
2001-08-18,84,3jZHJO0QAb8sbv71DXOD9J,Matchbox Twenty,matchbox twenty,Mad Season,Mad Season,83,48,16
