given_date,given_rank,track_id,spotify_artist,given_artist,spotify_title,given_title,given_last_week,given_peak_rank,given_weeks_on_board
2004-07-24,70,4WCHdzWUJzDUIBc22phJux,Lonestar,Lonestar,Let's Be Us Again,Let's Be Us Again,58,38,16
2004-07-24,71,3THdexHRmED4euIY91Zrxc,3 Doors Down,3 Doors Down,Away From The Sun,Away From The Sun,75,65,4
2004-07-24,72,2jwaErbghhcia4JqUYWz3g,Keith Urban,Keith Urban,Days Go By,Days Go By,,72,1
2004-07-24,73,6qkZ6D3ogNyW2YDWsz7e3z,Young Buck,Young Buck,Let Me In,Let Me In,,73,1
2004-07-24,74,6n8TMVyFKoUmDc4apxceRD,Linkin Park,Linkin Park,Breaking the Habit,Breaking The Habit,,74,1
2004-07-24,75,4SqTGebF0kLIbdsCNC5JAl,The Parrothead All-Stars,"Jimmy Buffett With Clint Black, Kenny Chesney, Alan Jackson, Toby Keith & George Strait","Hey Good Lookin (Made Famous by Jimmy Buffett with Clint Black, Kenny Chesney, Alan Jackson, Toby Keith & George Strait)",Hey Good Lookin',73,63,6
2004-07-24,76,3mtukCAgd0mE260QcBfXAX,311,311,Love Song,Love Song,76,72,13
2004-07-24,77,15cGdiAHmezm0P04jVAjMo,John Michael Montgomery,John Michael Montgomery,Letters from Home,Letters From Home,62,24,19
2004-07-24,78,2lwwrWVKdf3LR9lbbhnr6R,Modest Mouse,Modest Mouse,Float On,Float On,78,78,9
2004-07-24,79,1lJg90aM80mPTDqBXzJLYJ,Brandy,Brandy Featuring Kanye West,Talk About Our Love (feat. Kanye West),Talk About Our Love,59,36,11
2004-07-24,80,2nzFiCB8YoXf24MAM1qDmU,Mobb Deep,Mobb Deep,Got It Twisted,Got It Twisted,66,64,15
2004-07-24,81,23TTbRZkQHjVcwtNFF4hQF,Elephant Man,Elephant Man,"Jook Gal (Wine Wine) [feat. Twista, Young Bloodz & Kiprich] - Head Gawn Version",Jook Gal (Wine Wine),67,57,14
2004-07-24,82,7pjl3P3jnqdItN1beCrJS1,T.I.,T.I.,Let's Get Away,Let's Get Away,80,80,3
2004-07-24,83,6OGTrkbMrBdeIyOK4tjHSm,Teena Marie,Teena Marie Featuring Baby,Still In Love,Still In Love,79,70,9
2004-07-24,84,0SNjcUzVxirGHskSqLNVqG,Lil' Flip,Lil' Flip,Game Over (Flip) - Clean Album Version,Game Over (Flip),77,15,20
2004-07-24,85,4X0gLfG9AtY5Kja1Ejbz51,Lil Scrappy,Lil Scrappy,No Problem,No Problem,88,85,2
2004-07-24,86,5rI62NPoTQ1qxvqbgUy2sN,Avant,Avant,Don't Take Your Love Away,Don't Take Your Love Away,83,37,20
2004-07-24,87,7sLpSWxQazJzDVG6YGzlVs,JAY-Z,JAY-Z,99 Problems,99 Problems,71,30,12
2004-07-24,88,7548BhGLLLNfuwRNZASyUC,Play-N-Skillz,Play-N-Skillz Featuring Krayzie Bone & Adina Howard,Freaks,Freaks,81,69,3
2004-07-24,89,5u6fnmRO5V0PTl5M2Eekeu,Jet,Jet,Cold Hard Bitch,Cold Hard Bitch,82,55,17
2004-07-24,90,1oTo3ijRbaDAtrjJrGAPSw,blink-182,Blink-182,I Miss You,I Miss You,86,42,19
2004-07-24,91,2BjIi07kN0yKSur0Fwrnss,NB Ridaz,NB Ridaz Featuring Gemini,So Fly,So Fly,97,91,5
2004-07-24,92,56H98l4uinRifnTH8e308N,Beastie Boys,Beastie Boys,Ch-Check It Out,Ch-Check It Out,84,68,11
2004-07-24,93,20I8RduZC2PWMWTDCZuuAN,Franz Ferdinand,Franz Ferdinand,Take Me Out,Take Me Out,98,93,4
2004-07-24,94,1AcKboMkn1HekyJSlKKEc3,Ludacris,Ludacris,Diamond In The Back,Diamond In The Back,94,94,2
2004-07-24,95,7oGIRgJMViLFRzGHyhF9bI,Kimberley Locke,Kimberley Locke,8th World Wonder,8th World Wonder,87,49,18
2004-07-24,96,1xsGrsVJwG9zel8pefzVeo,Julie Roberts,Julie Roberts,Break Down Here,Break Down Here,96,96,2
2004-07-24,97,6QTvIHixO4A2XrRT8yqT1n,Alanis Morissette,Alanis Morissette,Everything,Everything,91,76,8
2004-07-24,98,0j5E1yom7T47wgH0LynPq9,Lionel Richie,Lionel Richie,Just For You,Just For You,,92,12
2004-07-24,99,3BmjRmFTESgWZLPSVGp8aG,Linkin Park,Linkin Park,Lying from You,Lying From You,92,58,16
2004-07-24,100,1nqW0gac9fVMo2Aa2cNvcW,Cassidy,Cassidy Featuring Mashonda,Get No Better (feat. Mashonda),Get No Better,85,79,12
2004-07-17,1,7z3N2W7Xz1t2G2sAO8wFVH,Usher,Usher,Burn,Burn,2,1,19
2004-07-17,2,7wBThXx7BGZHJJ3aN3OPvv,Usher,Usher,Confessions Part II,Confessions Part II,3,2,12
2004-07-17,3,6ihObRBTB8xdSH2mlERtOX,JUVENILE,Juvenile Featuring Soulja Slim,Slow Motion,Slow Motion,6,3,12
2004-07-17,4,77loZpT5Y5PRP1S451P9Yz,Hoobastank,Hoobastank,The Reason,The Reason,4,2,18
2004-07-17,5,3XVBdLihbNbxUwZosxcGuJ,Alicia Keys,Alicia Keys,If I Ain't Got You,If I Ain't Got You,5,4,20
2004-07-17,6,2zZJnAlhgvW6DERn1tu3fb,Fantasia,Fantasia,I Believe,I Believe,1,1,2
2004-07-17,7,2ndnVdR8si7CW9T8vJRHyW,Nina Sky,Nina Sky Featuring Jabba,Move Ya Body,Move Ya Body,9,7,12
2004-07-17,8,4MeDnO5yA2Zi6IMlVApRci,Petey Pablo,Petey Pablo,Freek-A-Leek,Freek-A-Leek,8,7,29
2004-07-17,9,0B2ZuTLZnWQ6gz8RlNwBu1,Lloyd Banks,Lloyd Banks,On Fire,On Fire,10,9,10
2004-07-17,10,0BBOLOV5JntPL3341swIre,Kevin Lyttle,Kevin Lyttle Featuring Spragga Benz,Turn Me On,Turn Me On,17,10,9
2004-07-17,11,3ZXb7BJtQpt5oHscNU2MG1,DJ Cover This,Usher Featuring Lil Jon & Ludacris,Yeah! (Instrumental),Yeah!,7,1,28
2004-07-17,12,2Ozc0me9PV5vlt8cokwdvI,Terror Squad,Terror Squad,Lean Back,Lean Back,23,12,4
2004-07-17,13,6ECp64rv50XVz93WvxXMGF,Maroon 5,Maroon 5,This Love,This Love,12,5,23
2004-07-17,14,6SRnYin9dIMKAi3aFfYvLP,Diana DeGarmo,Diana DeGarmo,I Believe - Radio Edit,Dreams,,14,1
2004-07-17,15,0dRhSF9LV0HR8Jwd3MMMKJ,Britney Spears,Britney Spears,Everytime,Everytime,15,15,9
2004-07-17,16,5g1vtHqi9uV7xtYeCcFOBx,Kanye West,Kanye West,Jesus Walks,Jesus Walks,16,16,11
2004-07-17,17,3DOxMCaNBNvnjSzpHUSjE3,JoJo,JoJo,Leave (Get Out),Leave (Get Out),18,17,15
2004-07-17,18,6frclQNVPApfWSCVAJgI2s,2000s Karaoke Band,Mario Winans Featuring Enya & P. Diddy,I Don't Wanna Know (Karaoke in the style of Mario Winans featuring Enya & P Diddy),I Don't Wanna Know,11,2,22
2004-07-17,19,2md2i5QvelRFnafpnd6LOg,Switchfoot,Switchfoot,Meant to Live,Meant To Live,19,19,16
2004-07-17,20,4L55p6txv9vuCWhpNnY6eY,Christina Milian,Christina Milian,Dip It Low,Dip It Low,21,20,13
2004-07-17,21,2tOZtdbkAMQASWokLvSlzj,Twista,Twista,Overnight Celebrity,Overnight Celebrity,13,6,17
2004-07-17,22,1XcUn5PE9d42zWamWgRG2x,Los Lonely Boys,Los Lonely Boys,Heaven,Heaven,22,22,10
2004-07-17,23,0YGQ3hZcRLC5YX7o0hdmHg,Beyoncé,Beyonce,Naughty Girl,Naughty Girl,14,3,17
2004-07-17,24,0EQuu6hyNACWI7LT7N5pRv,Monica,Monica,U Should've Known Better,U Should've Known Better,24,24,7
2004-07-17,25,6bUNEbXT7HovLW6BgPCBsb,Outkast,OutKast,Roses,Roses,20,9,19
2004-07-17,26,4MMqj7HaLL8BphbBZnlsdq,Houston,"Houston Featuring Chingy, Nate Dogg & I-20",I Like That,I Like That,30,26,5
2004-07-17,27,4s0o8TJHfX9LLHa0umnOzT,Lil' Flip,Lil' Flip Featuring Lea,Sunshine (feat. Lea),Sunshine,36,27,5
2004-07-17,28,5dxHF4lrDimKqnI3GaZUmC,Alicia Keys,Alicia Keys Featuring Tony! Toni! Tone!,Diary (feat. Tony! Toni! Tone! & Jermaine Paul),Diary,28,28,5
2004-07-17,29,7yXibbAYi4to5oQTeO738f,Ashlee Simpson,Ashlee Simpson,Pieces Of Me,Pieces Of Me,53,29,3
2004-07-17,30,5Sw4NiI7SniktcUwPweTvs,Ying Yang Twins,Ying Yang Twins Featuring Trick Daddy,What's Happenin!,Whats Happnin!,42,30,11
2004-07-17,31,7B1QliUMZv7gSTUGAfMRRD,Tim McGraw,Tim McGraw,Live Like You Were Dying,Live Like You Were Dying,31,31,6
2004-07-17,32,0jSMveIWvnhDIvzqN74Uc7,J-Kwon,J-Kwon,Tipsy - Club Mix,Tipsy,25,2,27
2004-07-17,33,7lurcq2Yw96B1K0KOJAHxg,Lloyd,Lloyd Featuring Ashanti,Southside,Southside,27,27,9
2004-07-17,34,0dEQaNYfp5G7Sflek2Qnde,Avril Lavigne,Avril Lavigne,Don't Tell Me,Don't Tell Me,26,22,16
2004-07-17,35,57I7CUbXo4XlWuTVB8pXW6,Kenny Chesney,Kenny Chesney,I Go Back,I Go Back,43,35,6
2004-07-17,36,0SpastrqUcf3RlFGZ8r0uD,2000s Karaoke Band,Ciara Featuring Petey Pablo,My Goodies (In the style of Ciara featuring Petey Pablo),Goodies,59,36,4
2004-07-17,37,4UzVcXufOhGUwF56HT7b8M,Evanescence,Evanescence,My Immortal,My Immortal,29,7,28
2004-07-17,38,23oxJmDc1V9uLUSmN2LIvx,Yellowcard,Yellowcard,Ocean Avenue,Ocean Avenue,38,37,10
2004-07-17,39,3KDCYRQl4O681lkYI2sCqE,Black Eyed Peas,The Black Eyed Peas,Hey Mama,Hey Mama,33,23,15
2004-07-17,40,3stnrhzN0lzZFskbaZ5sEw,Mis-Teeq,Mis-Teeq,Scandalous - U.S. Radio Edit,Scandalous,35,35,9
2004-07-17,41,4mZpHYUrOvvmXCoyLLF7s7,Twista,Twista Featuring R. Kelly,So Sexy (feat. R. Kelly),So Sexy,37,37,4
2004-07-17,42,2CaxgnHBHuiOYIGIyvMbCl,Toby Keith,Toby Keith,Whiskey Girl,Whiskey Girl,32,31,12
2004-07-17,43,746nPV2NXSoxW3imGpG8gk,Beenie Man,Beenie Man Featuring Ms. Thing,Dude,Dude,48,26,24
2004-07-17,44,1Vmze4s1DY05T2gUClnhmz,David Lee Murphy,David Lee Murphy,Loco,Loco,45,44,11
2004-07-17,45,266hoXlxTshUk4XsNQK5to,R. Kelly,R. Kelly,Happy People - Album Version with DJ Skit,Happy People,40,19,15
2004-07-17,46,4PkJ7c9y1CwpuVOiJODnCZ,Nickelback,Nickelback,Someday,Someday,47,7,48
2004-07-17,47,3NLrRZoMF0Lx6zTlYqeIo4,3 Doors Down,3 Doors Down,Here Without You,Here Without You,46,5,47
2004-07-17,48,7zywdG4ysfC5XNBzjQAo2o,Montgomery Gentry,Montgomery Gentry,If You Ever Stop Loving Me,If You Ever Stop Loving Me,39,30,14
2004-07-17,49,3IrkbGQCoEPAkzJ0Tkv8nm,JAY-Z,JAY-Z,Dirt Off Your Shoulder,Dirt Off Your Shoulder,34,5,26
2004-07-17,50,4m3VFxVwSPk8VGoA9qcLRC,Reba McEntire,Reba McEntire,Somebody Should Leave,Somebody,56,50,6
2004-07-17,51,2XQY54Im8VrO4sd2tAmiv4,Mase,Mase,Welcome Back,Welcome Back,51,32,7
2004-07-17,52,4tAru66VGVLWYjg90UV4vJ,Pitbull,Pitbull Featuring Lil Jon,Culo,Culo,54,32,13
2004-07-17,53,785t3poQsvdkSeH5xGA9R4,D12,D12,How Come,How Come,62,53,3
2004-07-17,54,1HvCFAUIWQsWV9zud3UhDl,Alan Walker,Kanye West Featuring Syleena Johnson,All Falls Down (feat. Juliander),All Falls Down,44,7,19
2004-07-17,55,4ccM2xBxicGigjLqt6A0YY,Counting Crows,Counting Crows,Accidentally In Love,Accidentally In Love,55,55,4
2004-07-17,56,4BXkf6yww23Vdju7E1fUrn,Brad Paisley,Brad Paisley Featuring Alison Krauss,Whiskey Lullaby (feat. Alison Krauss),Whiskey Lullaby,60,56,5
2004-07-17,57,26bL4gSULWDgdIMX0pRFrG,Gretchen Wilson,Gretchen Wilson,Redneck Woman,Redneck Woman,52,22,15
2004-07-17,58,4WCHdzWUJzDUIBc22phJux,Lonestar,Lonestar,Let's Be Us Again,Let's Be Us Again,41,38,15
2004-07-17,59,1lJg90aM80mPTDqBXzJLYJ,Brandy,Brandy Featuring Kanye West,Talk About Our Love (feat. Kanye West),Talk About Our Love,50,36,10
2004-07-17,60,7kF1iPJTj3VFJX9XokQ80F,Velvet Revolver,Velvet Revolver,Slither,Slither,58,56,10
2004-07-17,61,58LflM1owDAzQkYIL7ayCX,Jadakiss,Jadakiss Featuring Anthony Hamilton,Why,Why?,,61,1
2004-07-17,62,15cGdiAHmezm0P04jVAjMo,John Michael Montgomery,John Michael Montgomery,Letters from Home,Letters From Home,61,24,18
2004-07-17,63,5caW5J7nrK4Mtu6cZiBxUk,Billy Currington,Billy Currington,I Got A Feelin',I Got A Feelin',63,63,4
2004-07-17,64,4i2WUspbfNZCnhkypoFKrM,Nickelback,Nickelback,Feelin' Way Too Damn Good,Feelin' Way Too Damn Good,66,64,3
2004-07-17,65,48EQasc6XD0pOQtkIOWqOC,Akon,Akon Featuring Styles P.,Locked Up,Locked Up,70,65,6
2004-07-17,66,2nzFiCB8YoXf24MAM1qDmU,Mobb Deep,Mobb Deep,Got It Twisted,Got It Twisted,71,64,14
2004-07-17,67,23TTbRZkQHjVcwtNFF4hQF,Elephant Man,Elephant Man,"Jook Gal (Wine Wine) [feat. Twista, Young Bloodz & Kiprich] - Head Gawn Version",Jook Gal (Wine Wine),74,57,13
2004-07-17,68,1GIN41bLhiKeEPeC2vXH8i,LL COOL J,LL Cool J,Headsprung,Headsprung,89,68,2
2004-07-17,69,2KBo6O5rkNdtYT3wYjkEkq,Slum Village,Slum Village Featuring Kanye West & John Legend,Fall In Love,Selfish,67,67,9
2004-07-17,70,01LgFdcK1vtxStxkTP4Lej,Josh Gracin,Josh Gracin,I Want To Live,I Want To Live,75,70,3
2004-07-17,71,7sLpSWxQazJzDVG6YGzlVs,JAY-Z,JAY-Z,99 Problems,99 Problems,57,30,11
2004-07-17,72,2Vn8Ea6fGOM3dsGYVcJ62G,Terri Clark,Terri Clark,Girls Lie Too - Greatest Hits Version,Girls Lie Too,73,72,2
2004-07-17,73,4SqTGebF0kLIbdsCNC5JAl,The Parrothead All-Stars,"Jimmy Buffett With Clint Black, Kenny Chesney, Alan Jackson, Toby Keith & George Strait","Hey Good Lookin (Made Famous by Jimmy Buffett with Clint Black, Kenny Chesney, Alan Jackson, Toby Keith & George Strait)",Hey Good Lookin',68,63,5
2004-07-17,74,01jlZ4UvMwJ0hPOZLsD1VO,Martina McBride,Martina McBride,How Far,How Far,72,72,2
2004-07-17,75,3THdexHRmED4euIY91Zrxc,3 Doors Down,3 Doors Down,Away From The Sun,Away From The Sun,65,65,3
2004-07-17,76,3mtukCAgd0mE260QcBfXAX,311,311,Love Song,Love Song,76,72,12
2004-07-17,77,0SNjcUzVxirGHskSqLNVqG,Lil' Flip,Lil' Flip,Game Over (Flip) - Clean Album Version,Game Over (Flip),64,15,19
2004-07-17,78,2lwwrWVKdf3LR9lbbhnr6R,Modest Mouse,Modest Mouse,Float On,Float On,81,78,8
2004-07-17,79,6OGTrkbMrBdeIyOK4tjHSm,Teena Marie,Teena Marie Featuring Baby,Still In Love,Still In Love,77,70,8
2004-07-17,80,7pjl3P3jnqdItN1beCrJS1,T.I.,T.I.,Let's Get Away,Let's Get Away,88,80,2
2004-07-17,81,7548BhGLLLNfuwRNZASyUC,Play-N-Skillz,Play-N-Skillz Featuring Krayzie Bone & Adina Howard,Freaks,Freaks,69,69,2
2004-07-17,82,5u6fnmRO5V0PTl5M2Eekeu,Jet,Jet,Cold Hard Bitch,Cold Hard Bitch,78,55,16
2004-07-17,83,5rI62NPoTQ1qxvqbgUy2sN,Avant,Avant,Don't Take Your Love Away,Don't Take Your Love Away,87,37,19
2004-07-17,84,56H98l4uinRifnTH8e308N,Beastie Boys,Beastie Boys,Ch-Check It Out,Ch-Check It Out,82,68,10
2004-07-17,85,1nqW0gac9fVMo2Aa2cNvcW,Cassidy,Cassidy Featuring Mashonda,Get No Better (feat. Mashonda),Get No Better,79,79,11
2004-07-17,86,1oTo3ijRbaDAtrjJrGAPSw,blink-182,Blink-182,I Miss You,I Miss You,83,42,18
2004-07-17,87,7oGIRgJMViLFRzGHyhF9bI,Kimberley Locke,Kimberley Locke,8th World Wonder,8th World Wonder,93,49,17
2004-07-17,88,4X0gLfG9AtY5Kja1Ejbz51,Lil Scrappy,Lil Scrappy,No Problem,No Problem,,88,1
2004-07-17,89,7AHZb0GnILBBitj0MxObO5,Jessica Simpson,Jessica Simpson,Take My Breath Away,Take My Breath Away,94,20,16
2004-07-17,90,6ZVgihnlm0dfgix1ZB0FJ6,Yung Wun,"Yung Wun Featuring DMX, Lil' Flip & David Banner","Tear It Up (feat. DMX, Lil' Flip & David Banner) - Dirty",Tear It Up,91,76,13
2004-07-17,91,6QTvIHixO4A2XrRT8yqT1n,Alanis Morissette,Alanis Morissette,Everything,Everything,86,76,7
2004-07-17,92,3BmjRmFTESgWZLPSVGp8aG,Linkin Park,Linkin Park,Lying from You,Lying From You,90,58,15
2004-07-17,93,7cxOL3nvmqd6w811wOlWT1,Tracy Lawrence,Tracy Lawrence,Paint Me A Birmingham,Paint Me A Birmingham,97,42,16
2004-07-17,94,1AcKboMkn1HekyJSlKKEc3,Ludacris,Ludacris,Diamond In The Back,Diamond In The Back,,94,1
2004-07-17,95,4XHQyvbrBsQaaBUW1VvmsL,D12,D12,My Band,My Band,85,6,18
2004-07-17,96,1xsGrsVJwG9zel8pefzVeo,Julie Roberts,Julie Roberts,Break Down Here,Break Down Here,,96,1
2004-07-17,97,2BjIi07kN0yKSur0Fwrnss,NB Ridaz,NB Ridaz Featuring Gemini,So Fly,So Fly,100,93,4
2004-07-17,98,20I8RduZC2PWMWTDCZuuAN,Franz Ferdinand,Franz Ferdinand,Take Me Out,Take Me Out,98,98,3
2004-07-17,99,3uxXquDyiqlkXNchJYQjge,Patti LaBelle,Patti LaBelle,New Day,New Day,95,95,3
2004-07-17,100,69rOfKSz0ys8UdgTkGd6qV,Musiq Soulchild,Musiq,Whoknows,whoknows,92,65,13
2004-07-10,1,2zZJnAlhgvW6DERn1tu3fb,Fantasia,Fantasia,I Believe,I Believe,,1,1
2004-07-10,2,7z3N2W7Xz1t2G2sAO8wFVH,Usher,Usher,Burn,Burn,1,1,18
2004-07-10,3,7wBThXx7BGZHJJ3aN3OPvv,Usher,Usher,Confessions Part II,Confessions Part II,2,2,11
2004-07-10,4,77loZpT5Y5PRP1S451P9Yz,Hoobastank,Hoobastank,The Reason,The Reason,3,2,17
2004-07-10,5,3XVBdLihbNbxUwZosxcGuJ,Alicia Keys,Alicia Keys,If I Ain't Got You,If I Ain't Got You,4,4,19
2004-07-10,6,6ihObRBTB8xdSH2mlERtOX,JUVENILE,Juvenile Featuring Soulja Slim,Slow Motion,Slow Motion,5,5,11
2004-07-10,7,3ZXb7BJtQpt5oHscNU2MG1,DJ Cover This,Usher Featuring Lil Jon & Ludacris,Yeah! (Instrumental),Yeah!,8,1,27
2004-07-10,8,4MeDnO5yA2Zi6IMlVApRci,Petey Pablo,Petey Pablo,Freek-A-Leek,Freek-A-Leek,7,7,28
2004-07-10,9,2ndnVdR8si7CW9T8vJRHyW,Nina Sky,Nina Sky Featuring Jabba,Move Ya Body,Move Ya Body,13,9,11
2004-07-10,10,0B2ZuTLZnWQ6gz8RlNwBu1,Lloyd Banks,Lloyd Banks,On Fire,On Fire,14,10,9
2004-07-10,11,6frclQNVPApfWSCVAJgI2s,2000s Karaoke Band,Mario Winans Featuring Enya & P. Diddy,I Don't Wanna Know (Karaoke in the style of Mario Winans featuring Enya & P Diddy),I Don't Wanna Know,6,2,21
2004-07-10,12,6ECp64rv50XVz93WvxXMGF,Maroon 5,Maroon 5,This Love,This Love,10,5,22
2004-07-10,13,2tOZtdbkAMQASWokLvSlzj,Twista,Twista,Overnight Celebrity,Overnight Celebrity,9,6,16
2004-07-10,14,0YGQ3hZcRLC5YX7o0hdmHg,Beyoncé,Beyonce,Naughty Girl,Naughty Girl,11,3,16
2004-07-10,15,0dRhSF9LV0HR8Jwd3MMMKJ,Britney Spears,Britney Spears,Everytime,Everytime,15,15,8
2004-07-10,16,5g1vtHqi9uV7xtYeCcFOBx,Kanye West,Kanye West,Jesus Walks,Jesus Walks,16,16,10
2004-07-10,17,0BBOLOV5JntPL3341swIre,Kevin Lyttle,Kevin Lyttle Featuring Spragga Benz,Turn Me On,Turn Me On,17,17,8
2004-07-10,18,3DOxMCaNBNvnjSzpHUSjE3,JoJo,JoJo,Leave (Get Out),Leave (Get Out),18,18,14
2004-07-10,19,2md2i5QvelRFnafpnd6LOg,Switchfoot,Switchfoot,Meant to Live,Meant To Live,19,19,15
2004-07-10,20,6bUNEbXT7HovLW6BgPCBsb,Outkast,OutKast,Roses,Roses,12,9,18
2004-07-10,21,4L55p6txv9vuCWhpNnY6eY,Christina Milian,Christina Milian,Dip It Low,Dip It Low,21,21,12
2004-07-10,22,1XcUn5PE9d42zWamWgRG2x,Los Lonely Boys,Los Lonely Boys,Heaven,Heaven,22,22,9
2004-07-10,23,2Ozc0me9PV5vlt8cokwdvI,Terror Squad,Terror Squad,Lean Back,Lean Back,24,23,3
2004-07-10,24,0EQuu6hyNACWI7LT7N5pRv,Monica,Monica,U Should've Known Better,U Should've Known Better,25,24,6
2004-07-10,25,0jSMveIWvnhDIvzqN74Uc7,J-Kwon,J-Kwon,Tipsy - Club Mix,Tipsy,20,2,26
2004-07-10,26,0dEQaNYfp5G7Sflek2Qnde,Avril Lavigne,Avril Lavigne,Don't Tell Me,Don't Tell Me,26,22,15
2004-07-10,27,7lurcq2Yw96B1K0KOJAHxg,Lloyd,Lloyd Featuring Ashanti,Southside,Southside,36,27,8
2004-07-10,28,5dxHF4lrDimKqnI3GaZUmC,Alicia Keys,Alicia Keys Featuring Tony! Toni! Tone!,Diary (feat. Tony! Toni! Tone! & Jermaine Paul),Diary,34,28,4
2004-07-10,29,4UzVcXufOhGUwF56HT7b8M,Evanescence,Evanescence,My Immortal,My Immortal,28,7,27
2004-07-10,30,4MMqj7HaLL8BphbBZnlsdq,Houston,"Houston Featuring Chingy, Nate Dogg & I-20",I Like That,I Like That,37,30,4
2004-07-10,31,7B1QliUMZv7gSTUGAfMRRD,Tim McGraw,Tim McGraw,Live Like You Were Dying,Live Like You Were Dying,33,31,5
