given_date,given_rank,track_id,spotify_artist,given_artist,spotify_title,given_title,given_last_week,given_peak_rank,given_weeks_on_board
2003-09-20,46,1AEYT6VxrxXPMoQUxsY0E4,Trapt,Trapt,Headstrong,Headstrong,49,46,22
2003-09-20,47,6BIcjFZIVDZxNAcofRFPx4,Monica,Monica,So Gone,So Gone,44,10,22
2003-09-20,48,0Jh9EBGN205Yc7JN2zZ2f1,John Mayer,John Mayer,Bigger Than My Body,Bigger Than My Body,53,48,4
2003-09-20,49,1YZBMqN8kHaaRPXpQTC3kb,Ashanti,Ashanti,Rain On Me,Rain On Me,67,49,4
2003-09-20,50,3EZzghqykkfOB0Z8d0kTSt,Brooks & Dunn,Brooks & Dunn,Red Dirt Road,Red Dirt Road,43,25,17
2003-09-20,51,4Yf5bqU3NK4kNOypcrLYwU,Linkin Park,Linkin Park,Faint,Faint,51,48,9
2003-09-20,52,7mQHkH8R4NP6RHhELgPT76,Mary J. Blige,Mary J. Blige,Ooh!,Ooh!,60,52,3
2003-09-20,53,01CnYyPXMFRzOFVQBU8WMb,Martina McBride,Martina McBride,This One's for the Girls,This One's For The Girls,54,52,7
2003-09-20,54,1B8MHa0NveCF1ViBEOZWO5,Simple Plan,Simple Plan,Addicted,Addicted,55,45,13
2003-09-20,55,6TZEPo10yErUtF5AtdfLY2,Gary Allan,Gary Allan,Tough Little Boys,Tough Little Boys,62,55,5
2003-09-20,56,7MtZJEuIZ6GEKGSN7ttTkX,Keith Urban,Keith Urban,Who Wouldn't Wanna Be Me,Who Wouldn't Wanna Be Me,56,56,6
2003-09-20,57,4V9JDRqKjN8F2HWdlEDxvI,Maroon 5,Maroon 5,Harder To Breathe,Harder To Breathe,57,57,5
2003-09-20,58,06ZDLodo1UDVavc3MXREZ3,Jagged Edge,Jagged Edge,Walked Outta Heaven,Walked Outta Heaven,65,58,3
2003-09-20,59,7lrAsaTw9CTh5uSr0fvHOd,R. Kelly,R. Kelly,Step In the Name of Love - Remix,Step In The Name Of Love,63,59,5
2003-09-20,60,5aiToW71TQJlX0xQKNCnmw,Clay Walker,Clay Walker,A Few Questions,A Few Questions,61,60,7
2003-09-20,61,5xr4NKzmwqr0cvRMZr7cFz,Brad Paisley,Brad Paisley,Celebrity,Celebrity,47,31,15
2003-09-20,62,65mxB9IWpmVo4qUjdGSxRB,Good Charlotte,Good Charlotte,Girls & Boys,Girls And Boys,48,48,9
2003-09-20,63,02UnamzTn2rySwzcMkq5qx,Rascal Flatts,Rascal Flatts,I Melt,I Melt,64,63,5
2003-09-20,64,32jHB7W9b08OTorAqR0cJo,Toby Keith,Toby Keith,I Love This Bar,I Love This Bar,71,64,3
2003-09-20,65,1UmI1kV6HpC56GtcMtV22b,Marques Houston,Marques Houston Featuring Joe Budden & Pied Piper,Clubbin' (feat. Joe Budden and Pied Piper),Clubbin,80,65,3
2003-09-20,66,6RYynPLHZLnpwjejfGWpQl,Tyrese,Tyrese,Signs of Love Makin',Signs Of Love Makin',74,57,9
2003-09-20,67,1Qdnvn4XlmZANCVy3XjrQo,Audioslave,Audioslave,Show Me How to Live,Show Me How To Live,75,67,6
2003-09-20,68,4PkJ7c9y1CwpuVOiJODnCZ,Nickelback,Nickelback,Someday,Someday,68,68,5
2003-09-20,69,7rS87NoPWbAkVURdVFbGH9,Pat Green,Pat Green,Wave on Wave,Wave On Wave,69,69,4
2003-09-20,70,6RUpJeXT6U4SPEafnr9Wr7,DMX,DMX,Where The Hood At,Where The Hood At?,70,70,5
2003-09-20,71,0J1Wfjo9H3R62yaCuuNDZX,Hilary Duff,Hilary Duff,So Yesterday,So Yesterday,73,53,6
2003-09-20,72,0Q2b6AxWV5tD117XktdQxl,Talking Heads,Live,Heaven - Live,Heaven,77,72,4
2003-09-20,73,0FmCLEHfINGqwlyzvklNqy,Chingy,Chingy Featuring Ludacris & Snoop Dogg,Holidae In,Holidae In,,73,1
2003-09-20,74,7HtE5z6XsuogcQJmnTNAIH,Kelly Clarkson,Kelly Clarkson,Low,Low,,74,1
2003-09-20,75,3adnLFXKO5rC1lhUNSeg3N,Dido,Dido,White Flag,White Flag,,75,1
2003-09-20,76,4z4PB23xYTg1oANmyZovsw,Liz Phair,Liz Phair,Why Can't I?,Why Can't I?,,76,1
2003-09-20,77,1DQEvkPTtRJ4E0Lmk6sfIc,Jewel,Jewel,Intuition,Intuition,72,20,20
2003-09-20,78,7tszeVkfxO5ISkjZWpIG88,Obie Trice,Obie Trice,Got Some Teeth,Got Some Teeth,85,78,3
2003-09-20,79,09sPp29XZUJ0FttO94aEQA,Trace Adkins,Trace Adkins,Then They Do - With String Intro,Then They Do,76,52,10
2003-09-20,80,3YhfOgIyJJA2hBgTsHi9WK,Busta Rhymes,Busta Rhymes,Light Your Ass On Fire (feat. Pharrell) - Club Mix,Light Your A** On Fire,58,58,7
2003-09-20,81,3dPQuX8Gs42Y7b454ybpMR,The White Stripes,The White Stripes,Seven Nation Army,Seven Nation Army,83,76,18
2003-09-20,82,33j4CLU9UyRjO63ry5J61Q,T.I.,T.I.,24's (Vocals Only),24's,82,82,8
2003-09-20,83,2LUYGE3JUk4LIIobqI0jpr,Billy Currington,Billy Currington,Walk A Little Straighter,Walk A Little Straighter,84,83,5
2003-09-20,84,2x5qF66rFO6DERBMNkQAqn,Stacie Orrico,Stacie Orrico,(There's Gotta Be) More To Life,(There's Gotta Be) More To Life,,84,1
2003-09-20,85,2nSdYrRGhnfbncKCtgFWK7,Eagles,Eagles,Hole in the World - 2013 Remaster,Hole In The World,79,69,8
2003-09-20,86,4b1VB40YkgEBiwhPfLEDTY,Patty Loveless,Patty Loveless,Lovin' All Night,Lovin' All Night,86,86,5
2003-09-20,87,2AsTgVcWojYwQAvzgacYWy,Korn,Korn,Did My Time,Did My Time,81,38,7
2003-09-20,88,3fbKJNrsPJwye98LTGm4Ok,Josh Kelley,Josh Kelley,Amazing,Amazing,89,88,7
2003-09-20,89,2xnVdRMaQBkRfZyefKC2ec,Clay Aiken,Clay Aiken,This Is The Night,This Is The Night,87,1,13
2003-09-20,90,1pILUuzoFwbbDpScP6eEDU,Mary J. Blige,Mary J. Blige Featuring Method Man,Love @ 1st Sight,Love At 1st Sight,78,22,12
2003-09-20,91,6dRAAG4sB71NAtVCHJep7s,Chevelle,Chevelle,Send the Pain Below,Send The Pain Below,90,65,20
2003-09-20,92,4dfvajW0PS2LG2kHFig8vy,Erykah Badu,Erykah Badu,Danger,Danger,96,92,5
2003-09-20,93,4IFYR5smTnHYCLP82AiDrJ,Tamia,Tamia,Officially Missing You,Officially Missing You,92,83,8
2003-09-20,94,46l7fOJggsNqrNPJeFk0og,Elephant Man,Elephant Man,Pon De River Pon De Bank,"Pon De River, Pon De Bank",88,88,5
2003-09-20,95,7Ddl7aYrNU9kAjXjpE5iF4,Javier,Javier,Crazy,Crazy,99,95,6
2003-09-20,96,3k6L0H08zSY5yRDgqI8fqx,Jane's Addiction,Jane's Addiction,Just Because,Just Because,97,72,9
2003-09-20,97,15ysm6oaBXHmNVFD5oZNUq,Nappy Roots,Nappy Roots,Roun' the Globe,Roun' The Globe,100,96,4
2003-09-20,98,4XTJeA5rZqxiV1T0U4QHZa,BT,BT,Somnambulist (Simply Being Loved),Simply Being Loved (Somnambulist),98,98,2
2003-09-20,99,3TkNsftUBh8dwwLUHpmYNC,Dwele,Dwele,Find A Way,Find A Way,,99,1
2003-09-20,100,14ymPtb1n06KzSm0J9bmMZ,Brian McComas,Brian McComas,99.9% Sure (I've Never Been Here Before),99.9% Sure (I've Never Been Here Before),94,57,11
2003-09-13,1,4TJduXYW1Pg96EDNnfiwxJ,Murphy Lee,"Nelly, P. Diddy & Murphy Lee",Shake Ya Tailfeather - Radio Edit,Shake Ya Tailfeather,1,1,12
2003-09-13,2,0l3GEbH3CviUytD6iX4wzg,Chingy,Chingy,Right Thurr,Right Thurr,3,2,18
2003-09-13,3,19lLzX7vt4BhrSOaHeRyn7,Beyoncé,Beyonce Featuring Jay Z,Crazy In Love (feat. Jay-Z),Crazy In Love,2,1,17
2003-09-13,4,4WY3HyGXsWqjFRCVD6gnTe,Beyoncé,Beyonce Featuring Sean Paul,Baby Boy (feat. Sean Paul),Baby Boy,9,4,5
2003-09-13,5,0r2Bul2NuCViraT2zX1l5j,Lil Jon & The East Side Boyz,Lil Jon & The East Side Boyz Featuring Ying Yang Twins,Get Low,Get Low,6,5,20
2003-09-13,6,0yHConG49418wPs8UfAt44,Fabolous,Fabolous Featuring Tamia Or Ashanti,Into You (feat. Tamia),Into You,5,5,14
2003-09-13,7,0iFOG4Ki9aDmJUYUFHQlPG,Pharrell Williams,Pharrell Featuring Jay-Z,Frontin' (feat. Jay-Z) - Club Mix,Frontin',7,7,14
2003-09-13,8,2D1hlMwWWXpkc3CZJ5U351,50 Cent,50 Cent,P.I.M.P.,P.I.M.P.,4,3,16
2003-09-13,9,0xmjwnQ3FNE6HuWCt2nHdZ,Black Eyed Peas,The Black Eyed Peas,Where Is The Love?,Where Is The Love?,10,8,14
2003-09-13,10,6Bm6qUCSatPAqkQllFL7oA,Matchbox Twenty,matchbox twenty,Unwell,Unwell,8,5,26
2003-09-13,11,3YE1DVMf46E45C3W9ybeWf,Lumidee,Lumidee,"Never Leave You (Uh Ooh, Uh Oooh) - (Aqui Me Quedo) Spanish Mix","Never Leave You - Uh Ooh, Uh Oooh!",12,3,16
2003-09-13,12,0cv1Mnb47oMvjVKMc2cyZw,Christina Aguilera,Christina Aguilera Featuring Lil' Kim,Can't Hold Us Down (feat. Lil' Kim),Can't Hold Us Down,26,12,7
2003-09-13,13,3Gamc2D6VSlXpUcmhPUFYt,Mýa,Mya,My Love Is Like...Wo,My Love Is Like... Wo,13,13,12
2003-09-13,14,0RFgvrhkf9FiDRLA0BhzpZ,Uncle Kracker,Uncle Kracker Featuring Dobie Gray,Drift Away,Drift Away,14,9,25
2003-09-13,15,4tK4ARuilOrBzwVQK73E0Y,Jason Mraz,Jason Mraz,The Remedy (I Won't Worry),The Remedy (I Won't Worry),25,15,20
2003-09-13,16,3jEqrIfwKO0M8ALu3TGilF,Bow Wow,Bow Wow Featuring Baby,Like You (feat. Ciara),Let's Get Down,18,16,11
2003-09-13,17,07KYRDFf8Q6sqj4PWCP9vh,Alan Jackson,Alan Jackson & Jimmy Buffett,It's Five O'Clock Somewhere (with Jimmy Buffett),It's Five O'Clock Somewhere,17,17,12
2003-09-13,18,5ojJNnX5ND2gMGojPd3NiO,Ginuwine,Ginuwine,In Those Jeans,In Those Jeans,11,8,14
2003-09-13,19,0E29BKKGCJHcb7b9oIWgGB,Train,Train,Calling All Angels,Calling All Angels,24,19,17
2003-09-13,20,0sNKiz82ATCvT3f3XVVUUj,The Offspring,Santana Featuring Alex Band Or Chad Kroeger,Why Don't You Get A Job,Why Don't You & I,32,20,8
2003-09-13,21,5TpaWJKnuyA4MjzAbFXSTQ,Youngbloodz,YoungBloodZ Featuring Lil Jon,Damn! (feat. Lil' Jon) - Club Mix,Damn!,35,21,6
2003-09-13,22,5uj2AfrbHQREGXVxhqhvyU,R. Kelly,R. Kelly,Thoia Thoing,Thoia Thoing,23,22,9
2003-09-13,23,5BmagRD7Thki6O1zZwbxBy,The Ataris,The Ataris,The Boys of Summer,The Boys Of Summer,27,23,8
2003-09-13,24,5B7XIcS5T76NJZFOHX30Io,Michelle Branch,Michelle Branch,Are You Happy Now?,Are You Happy Now?,16,16,16
2003-09-13,25,5eQtR62IZ8P8qZM2pSD9Ip,Shania Twain,Shania Twain,Forever And For Always,Forever And For Always,20,20,17
2003-09-13,26,0r8iDf65NHgFgZOGLwj5r8,Dierks Bentley,Dierks Bentley,What Was I Thinkin',What Was I Thinkin',29,26,13
2003-09-13,27,1kgDlypHy9hCvCxeoCtd7X,Young Gunz,Young Gunz,"Can't Stop, Won't Stop","Can't Stop, Won't Stop",37,27,6
2003-09-13,28,0COqiPhxzoWICwFCS4eZcp,Evanescence,Evanescence Featuring Paul McCoy,Bring Me To Life,Bring Me To Life,22,5,27
2003-09-13,29,56m8Wv3qRBfwLuO08GtfHs,Sean Paul,Sean Paul,Like Glue,Like Glue,15,13,15
2003-09-13,30,278sR79MvTMvfojnrDAoTR,Backtrack Professional Karaoke Band,Lil' Kim Featuring 50 Cent,Magic Stick (Karaoke Instrumental Track)[In the Style of 50 Cent featuring 'Lil Kim],Magic Stick,21,2,21
2003-09-13,31,6pWzCKTrKrwbUPzY8RLCoP,Ashanti,Ashanti,Rock Wit U (Awww Baby),Rock Wit U (Awww Baby),19,2,19
2003-09-13,32,208bYsadJ56km31IENM2qS,Kenny Chesney,Kenny Chesney,"No Shoes, No Shirt, No Problems","No Shoes, No Shirt, No Problems",31,28,12
2003-09-13,33,0aj2QKJvz6CePykmlTApiD,Justin Timberlake,Justin Timberlake,Señorita,Senorita,33,33,7
2003-09-13,34,2CZi8d774dBB0wiuWMIpr8,Kelly Clarkson,Kelly Clarkson,Miss Independent,Miss Independent,30,9,18
2003-09-13,35,2FGtPzMuC7m7ICJBUzOzQM,Starlite Karaoke,Thalia Featuring Fat Joe,I Want You (Thalia & Fat Joe) - Karaoke Version,I Want You,28,22,14
2003-09-13,36,4ns2xaym21aBOOUN1vaBPJ,Tim McGraw,Tim McGraw,Real Good Man,Real Good Man,39,36,10
2003-09-13,37,4xWIqUIlfrusaaygS9RQsR,Buddy Jewell,Buddy Jewell,Help Pour Out the Rain (Lacey's Song),Help Pour Out The Rain (Lacey's Song),41,37,13
2003-09-13,38,6bK9BH9Ts8Gj5JFvnQkzak,Sean Paul,Sean Paul,Get Busy,Get Busy,38,1,30
2003-09-13,39,7snmvZMLdGGk3l9PcvoYSM,Luther Vandross,Luther Vandross,Dance With My Father,Dance With My Father,42,39,12
2003-09-13,40,28RaFrB9gSS48XXumZMobc,Aaliyah,Aaliyah,Come Over (feat. Tank),Come Over,34,34,14
2003-09-13,41,3WbphvawbMZ8FyqDxYGdSQ,3 Doors Down,3 Doors Down,When I'm Gone,When I'm Gone,40,4,43
2003-09-13,42,6Nq5lE0CeOAAAqN4qhkbZU,Baby Bash,Baby Bash Featuring Frankie J,Suga Suga,Suga Suga,50,42,4
2003-09-13,43,3EZzghqykkfOB0Z8d0kTSt,Brooks & Dunn,Brooks & Dunn,Red Dirt Road,Red Dirt Road,43,25,16
2003-09-13,44,6BIcjFZIVDZxNAcofRFPx4,Monica,Monica,So Gone,So Gone,36,10,21
2003-09-13,45,6FOpPA0a80RuBqqgDozvja,Staind,Staind,So Far Away,So Far Away,45,45,7
2003-09-13,46,3NLrRZoMF0Lx6zTlYqeIo4,3 Doors Down,3 Doors Down,Here Without You,Here Without You,53,46,3
2003-09-13,47,5xr4NKzmwqr0cvRMZr7cFz,Brad Paisley,Brad Paisley,Celebrity,Celebrity,44,31,14
2003-09-13,48,65mxB9IWpmVo4qUjdGSxRB,Good Charlotte,Good Charlotte,Girls & Boys,Girls And Boys,51,48,8
2003-09-13,49,1AEYT6VxrxXPMoQUxsY0E4,Trapt,Trapt,Headstrong,Headstrong,,49,21
2003-09-13,50,2CVJECHIdpe8otFH0XFI4F,Lonestar,Lonestar,My Front Porch Looking In,My Front Porch Looking In,46,23,22
2003-09-13,51,4Yf5bqU3NK4kNOypcrLYwU,Linkin Park,Linkin Park,Faint,Faint,48,48,8
2003-09-13,52,2wDdII9bLsetjYBdCR1roh,Duet Karaoke Singers,Toby Keith Duet With Willie Nelson,Beer for My Horses (Karaoke Version With Backing Vocals) [Originally Performed By Toby Keith and Willie Nelson],Beer For My Horses,47,22,20
2003-09-13,53,0Jh9EBGN205Yc7JN2zZ2f1,John Mayer,John Mayer,Bigger Than My Body,Bigger Than My Body,57,53,3
2003-09-13,54,01CnYyPXMFRzOFVQBU8WMb,Martina McBride,Martina McBride,This One's for the Girls,This One's For The Girls,52,52,6
2003-09-13,55,1B8MHa0NveCF1ViBEOZWO5,Simple Plan,Simple Plan,Addicted,Addicted,49,45,12
2003-09-13,56,7MtZJEuIZ6GEKGSN7ttTkX,Keith Urban,Keith Urban,Who Wouldn't Wanna Be Me,Who Wouldn't Wanna Be Me,60,56,5
2003-09-13,57,4V9JDRqKjN8F2HWdlEDxvI,Maroon 5,Maroon 5,Harder To Breathe,Harder To Breathe,62,57,4
2003-09-13,58,3YhfOgIyJJA2hBgTsHi9WK,Busta Rhymes,Busta Rhymes,Light Your Ass On Fire (feat. Pharrell) - Club Mix,Light Your A** On Fire,58,58,6
2003-09-13,59,2CtCwQhY0ZLvr8L2l8Bo6e,Ludacris,Ludacris Featuring Shawnna,Stand Up,Stand Up,84,59,2
2003-09-13,60,7mQHkH8R4NP6RHhELgPT76,Mary J. Blige,Mary J. Blige,Ooh!,Ooh!,73,60,2
2003-09-13,61,5aiToW71TQJlX0xQKNCnmw,Clay Walker,Clay Walker,A Few Questions,A Few Questions,61,61,6
2003-09-13,62,6TZEPo10yErUtF5AtdfLY2,Gary Allan,Gary Allan,Tough Little Boys,Tough Little Boys,65,62,4
2003-09-13,63,7lrAsaTw9CTh5uSr0fvHOd,R. Kelly,R. Kelly,Step In the Name of Love - Remix,Step In The Name Of Love,59,59,4
2003-09-13,64,02UnamzTn2rySwzcMkq5qx,Rascal Flatts,Rascal Flatts,I Melt,I Melt,66,64,4
2003-09-13,65,06ZDLodo1UDVavc3MXREZ3,Jagged Edge,Jagged Edge,Walked Outta Heaven,Walked Outta Heaven,76,65,2
2003-09-13,66,4xVTo97ZBwlT8ai9Wj8zw4,Heather Headley,Heather Headley,I Wish I Wasn't,I Wish I Wasn't,63,55,20
2003-09-13,67,1YZBMqN8kHaaRPXpQTC3kb,Ashanti,Ashanti,Rain On Me,Rain On Me,67,67,3
2003-09-13,68,4PkJ7c9y1CwpuVOiJODnCZ,Nickelback,Nickelback,Someday,Someday,72,68,4
2003-09-13,69,7rS87NoPWbAkVURdVFbGH9,Pat Green,Pat Green,Wave on Wave,Wave On Wave,71,69,3
2003-09-13,70,6RUpJeXT6U4SPEafnr9Wr7,DMX,DMX,Where The Hood At,Where The Hood At?,83,70,4
2003-09-13,71,32jHB7W9b08OTorAqR0cJo,Toby Keith,Toby Keith,I Love This Bar,I Love This Bar,85,71,2
2003-09-13,72,1DQEvkPTtRJ4E0Lmk6sfIc,Jewel,Jewel,Intuition,Intuition,54,20,19
2003-09-13,73,0J1Wfjo9H3R62yaCuuNDZX,Hilary Duff,Hilary Duff,So Yesterday,So Yesterday,55,53,5
2003-09-13,74,6RYynPLHZLnpwjejfGWpQl,Tyrese,Tyrese,Signs of Love Makin',Signs Of Love Makin',64,57,8
2003-09-13,75,1Qdnvn4XlmZANCVy3XjrQo,Audioslave,Audioslave,Show Me How to Live,Show Me How To Live,68,68,5
2003-09-13,76,09sPp29XZUJ0FttO94aEQA,Trace Adkins,Trace Adkins,Then They Do - With String Intro,Then They Do,56,52,9
2003-09-13,77,0Q2b6AxWV5tD117XktdQxl,Talking Heads,Live,Heaven - Live,Heaven,79,77,3
2003-09-13,78,1pILUuzoFwbbDpScP6eEDU,Mary J. Blige,Mary J. Blige Featuring Method Man,Love @ 1st Sight,Love At 1st Sight,69,22,11
2003-09-13,79,2nSdYrRGhnfbncKCtgFWK7,Eagles,Eagles,Hole in the World - 2013 Remaster,Hole In The World,77,69,7
2003-09-13,80,1UmI1kV6HpC56GtcMtV22b,Marques Houston,Marques Houston Featuring Joe Budden & Pied Piper,Clubbin' (feat. Joe Budden and Pied Piper),Clubbin,81,80,2
2003-09-13,81,2AsTgVcWojYwQAvzgacYWy,Korn,Korn,Did My Time,Did My Time,70,38,6
2003-09-13,82,33j4CLU9UyRjO63ry5J61Q,T.I.,T.I.,24's (Vocals Only),24's,82,82,7
2003-09-13,83,3dPQuX8Gs42Y7b454ybpMR,The White Stripes,The White Stripes,Seven Nation Army,Seven Nation Army,91,76,17
2003-09-13,84,2LUYGE3JUk4LIIobqI0jpr,Billy Currington,Billy Currington,Walk A Little Straighter,Walk A Little Straighter,88,84,4
2003-09-13,85,7tszeVkfxO5ISkjZWpIG88,Obie Trice,Obie Trice,Got Some Teeth,Got Some Teeth,99,85,2
2003-09-13,86,4b1VB40YkgEBiwhPfLEDTY,Patty Loveless,Patty Loveless,Lovin' All Night,Lovin' All Night,90,86,4
2003-09-13,87,2xnVdRMaQBkRfZyefKC2ec,Clay Aiken,Clay Aiken,This Is The Night,This Is The Night,80,1,12
2003-09-13,88,46l7fOJggsNqrNPJeFk0og,Elephant Man,Elephant Man,Pon De River Pon De Bank,"Pon De River, Pon De Bank",98,88,4
2003-09-13,89,3fbKJNrsPJwye98LTGm4Ok,Josh Kelley,Josh Kelley,Amazing,Amazing,89,89,6
2003-09-13,90,6dRAAG4sB71NAtVCHJep7s,Chevelle,Chevelle,Send the Pain Below,Send The Pain Below,87,65,19
2003-09-13,91,5N2ybHaC9tqFvYxGj70haX,Joe Nichols,Joe Nichols,She Only Smokes When She Drinks,She Only Smokes When She Drinks,74,72,5
2003-09-13,92,4IFYR5smTnHYCLP82AiDrJ,Tamia,Tamia,Officially Missing You,Officially Missing You,92,83,7
2003-09-13,93,6EbzdoQBCyM0b9VB4F5uwc,112,112 Featuring Super Cat,Na Na Na Na,Na Na Na,75,75,6
2003-09-13,94,14ymPtb1n06KzSm0J9bmMZ,Brian McComas,Brian McComas,99.9% Sure (I've Never Been Here Before),99.9% Sure (I've Never Been Here Before),86,57,10
2003-09-13,95,2qP7pTiADPcUjki12RkKg0,Blu Cantrell,Blu Cantrell Featuring Sean Paul,Breathe (feat. Sean Paul) - Rap Version,Breathe,94,70,20
2003-09-13,96,4dfvajW0PS2LG2kHFig8vy,Erykah Badu,Erykah Badu,Danger,Danger,93,93,4
2003-09-13,97,3k6L0H08zSY5yRDgqI8fqx,Jane's Addiction,Jane's Addiction,Just Because,Just Because,100,72,8
2003-09-13,98,4XTJeA5rZqxiV1T0U4QHZa,BT,BT,Somnambulist (Simply Being Loved),Simply Being Loved (Somnambulist),,98,1
2003-09-13,99,7Ddl7aYrNU9kAjXjpE5iF4,Javier,Javier,Crazy,Crazy,97,96,5
2003-09-13,100,15ysm6oaBXHmNVFD5oZNUq,Nappy Roots,Nappy Roots,Roun' the Globe,Roun' The Globe,96,96,3
2003-09-06,1,4TJduXYW1Pg96EDNnfiwxJ,Murphy Lee,"Nelly, P. Diddy & Murphy Lee",Shake Ya Tailfeather - Radio Edit,Shake Ya Tailfeather,3,1,11
2003-09-06,2,19lLzX7vt4BhrSOaHeRyn7,Beyoncé,Beyonce Featuring Jay Z,Crazy In Love (feat. Jay-Z),Crazy In Love,1,1,16
2003-09-06,3,0l3GEbH3CviUytD6iX4wzg,Chingy,Chingy,Right Thurr,Right Thurr,2,2,17
2003-09-06,4,2D1hlMwWWXpkc3CZJ5U351,50 Cent,50 Cent,P.I.M.P.,P.I.M.P.,4,3,15
2003-09-06,5,0yHConG49418wPs8UfAt44,Fabolous,Fabolous Featuring Tamia Or Ashanti,Into You (feat. Tamia),Into You,5,5,13
2003-09-06,6,0r2Bul2NuCViraT2zX1l5j,Lil Jon & The East Side Boyz,Lil Jon & The East Side Boyz Featuring Ying Yang Twins,Get Low,Get Low,6,6,19
2003-09-06,7,0iFOG4Ki9aDmJUYUFHQlPG,Pharrell Williams,Pharrell Featuring Jay-Z,Frontin' (feat. Jay-Z) - Club Mix,Frontin',7,7,13
2003-09-06,8,6Bm6qUCSatPAqkQllFL7oA,Matchbox Twenty,matchbox twenty,Unwell,Unwell,8,5,25
2003-09-06,9,4WY3HyGXsWqjFRCVD6gnTe,Beyoncé,Beyonce Featuring Sean Paul,Baby Boy (feat. Sean Paul),Baby Boy,12,9,4
2003-09-06,10,0xmjwnQ3FNE6HuWCt2nHdZ,Black Eyed Peas,The Black Eyed Peas,Where Is The Love?,Where Is The Love?,9,8,13
2003-09-06,11,5ojJNnX5ND2gMGojPd3NiO,Ginuwine,Ginuwine,In Those Jeans,In Those Jeans,11,8,13
2003-09-06,12,3YE1DVMf46E45C3W9ybeWf,Lumidee,Lumidee,"Never Leave You (Uh Ooh, Uh Oooh) - (Aqui Me Quedo) Spanish Mix","Never Leave You - Uh Ooh, Uh Oooh!",10,3,15
2003-09-06,13,3Gamc2D6VSlXpUcmhPUFYt,Mýa,Mya,My Love Is Like...Wo,My Love Is Like... Wo,16,13,11
2003-09-06,14,0RFgvrhkf9FiDRLA0BhzpZ,Uncle Kracker,Uncle Kracker Featuring Dobie Gray,Drift Away,Drift Away,14,9,24
2003-09-06,15,56m8Wv3qRBfwLuO08GtfHs,Sean Paul,Sean Paul,Like Glue,Like Glue,13,13,14
2003-09-06,16,5B7XIcS5T76NJZFOHX30Io,Michelle Branch,Michelle Branch,Are You Happy Now?,Are You Happy Now?,17,16,15
2003-09-06,17,07KYRDFf8Q6sqj4PWCP9vh,Alan Jackson,Alan Jackson & Jimmy Buffett,It's Five O'Clock Somewhere (with Jimmy Buffett),It's Five O'Clock Somewhere,19,17,11
2003-09-06,18,3jEqrIfwKO0M8ALu3TGilF,Bow Wow,Bow Wow Featuring Baby,Like You (feat. Ciara),Let's Get Down,25,18,10
2003-09-06,19,6pWzCKTrKrwbUPzY8RLCoP,Ashanti,Ashanti,Rock Wit U (Awww Baby),Rock Wit U (Awww Baby),15,2,18
2003-09-06,20,5eQtR62IZ8P8qZM2pSD9Ip,Shania Twain,Shania Twain,Forever And For Always,Forever And For Always,21,20,16
2003-09-06,21,278sR79MvTMvfojnrDAoTR,Backtrack Professional Karaoke Band,Lil' Kim Featuring 50 Cent,Magic Stick (Karaoke Instrumental Track)[In the Style of 50 Cent featuring 'Lil Kim],Magic Stick,18,2,20
2003-09-06,22,0COqiPhxzoWICwFCS4eZcp,Evanescence,Evanescence Featuring Paul McCoy,Bring Me To Life,Bring Me To Life,20,5,26
2003-09-06,23,5uj2AfrbHQREGXVxhqhvyU,R. Kelly,R. Kelly,Thoia Thoing,Thoia Thoing,23,23,8
2003-09-06,24,0E29BKKGCJHcb7b9oIWgGB,Train,Train,Calling All Angels,Calling All Angels,24,24,16
2003-09-06,25,4tK4ARuilOrBzwVQK73E0Y,Jason Mraz,Jason Mraz,The Remedy (I Won't Worry),The Remedy (I Won't Worry),29,25,19
2003-09-06,26,0cv1Mnb47oMvjVKMc2cyZw,Christina Aguilera,Christina Aguilera Featuring Lil' Kim,Can't Hold Us Down (feat. Lil' Kim),Can't Hold Us Down,31,26,6
2003-09-06,27,5BmagRD7Thki6O1zZwbxBy,The Ataris,The Ataris,The Boys of Summer,The Boys Of Summer,32,27,7
2003-09-06,28,2FGtPzMuC7m7ICJBUzOzQM,Starlite Karaoke,Thalia Featuring Fat Joe,I Want You (Thalia & Fat Joe) - Karaoke Version,I Want You,26,22,13
2003-09-06,29,0r8iDf65NHgFgZOGLwj5r8,Dierks Bentley,Dierks Bentley,What Was I Thinkin',What Was I Thinkin',30,29,12
2003-09-06,30,2CZi8d774dBB0wiuWMIpr8,Kelly Clarkson,Kelly Clarkson,Miss Independent,Miss Independent,22,9,17
2003-09-06,31,208bYsadJ56km31IENM2qS,Kenny Chesney,Kenny Chesney,"No Shoes, No Shirt, No Problems","No Shoes, No Shirt, No Problems",28,28,11
2003-09-06,32,0sNKiz82ATCvT3f3XVVUUj,The Offspring,Santana Featuring Alex Band Or Chad Kroeger,Why Don't You Get A Job,Why Don't You & I,34,32,7
2003-09-06,33,0aj2QKJvz6CePykmlTApiD,Justin Timberlake,Justin Timberlake,Señorita,Senorita,38,33,6
2003-09-06,34,28RaFrB9gSS48XXumZMobc,Aaliyah,Aaliyah,Come Over (feat. Tank),Come Over,37,34,13
