id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,cluster
4PkJ7c9y1CwpuVOiJODnCZ,0.455,0.858,11,-5.659,0,0.0391,0.000616,0.000247,0.226,0.597,163.118,207467,4,2
15cGdiAHmezm0P04jVAjMo,0.644,0.626,0,-7.243,1,0.0258,0.367,5.78e-06,0.155,0.388,128.029,267533,4,1
1oTo3ijRbaDAtrjJrGAPSw,0.664,0.781,11,-6.547,1,0.0339,0.00103,5.33e-06,0.0867,0.593,110.0,227240,4,2
56H98l4uinRifnTH8e308N,0.795,0.899,1,-7.02,1,0.292,0.0766,0.0,0.0852,0.694,115.062,192427,4,2
1AcKboMkn1HekyJSlKKEc3,0.764,0.622,11,-6.355,0,0.249,0.43,0.0,0.144,0.671,161.486,252840,4,3
5SkRLpaGtvYPhw02vZhQQ9,0.657,0.734,8,-4.832,0,0.484,0.149,0.0,0.139,0.434,91.03,223507,4,1
0SNjcUzVxirGHskSqLNVqG,0.83,0.577,1,-8.694,1,0.405,0.00291,1.24e-06,0.0906,0.665,160.039,232427,4,2
5rI62NPoTQ1qxvqbgUy2sN,0.451,0.523,7,-5.53,1,0.0905,0.382,0.0,0.0752,0.393,186.056,278947,3,1
7sLpSWxQazJzDVG6YGzlVs,0.494,0.887,6,-4.297,0,0.398,0.00661,0.0,0.103,0.548,89.554,234627,4,1
30KGtFjHhlT3JMX5s4IklU,0.717,0.597,2,-7.83,1,0.189,0.292,0.0,0.128,0.566,95.018,234853,4,1
3IrkbGQCoEPAkzJ0Tkv8nm,0.78,0.657,1,-7.149,1,0.317,0.0321,2.56e-06,0.339,0.648,163.969,245173,4,2
7AHZb0GnILBBitj0MxObO5,0.568,0.607,7,-6.006,1,0.0271,0.252,0.0,0.25,0.405,99.692,195347,4,1
6ZVgihnlm0dfgix1ZB0FJ6,0.678,0.94,4,-3.144,0,0.328,0.171,0.0,0.338,0.643,180.92,205027,4,2
7cxOL3nvmqd6w811wOlWT1,0.545,0.428,6,-9.388,1,0.0279,0.319,0.0,0.114,0.335,131.784,228173,4,1
4XHQyvbrBsQaaBUW1VvmsL,0.851,0.849,1,-3.383,0,0.0828,0.497,2.05e-06,0.116,0.844,120.014,298773,4,3
69rOfKSz0ys8UdgTkGd6qV,0.407,0.678,2,-6.135,1,0.104,0.19,0.0,0.342,0.297,117.555,295320,4,1
2lFlveK1y13WWp3vnQtrr3,0.643,0.569,7,-7.459,1,0.0276,0.544,2.17e-05,0.178,0.275,120.507,244600,4,0
09tPoGJSkHpfxfkBSDSUsV,0.632,0.563,9,-4.579,1,0.029,0.114,0.0,0.0769,0.319,127.196,177733,4,1
7AfzCKD11wbtbAie4IXD2A,0.577,0.527,6,-9.21,0,0.0374,0.563,0.000191,0.114,0.228,96.101,274000,4,0
5vLonpxn4VN0A8GtQOBSG0,0.798,0.741,9,-6.802,1,0.0284,0.0432,3e-06,0.252,0.708,104.945,290560,4,2
04rZkq3ihHmGNfKPgBiTX1,0.635,0.852,11,-4.243,1,0.0375,0.302,0.0,0.149,0.351,88.028,272987,4,1
4ouIWkFspNZYFO87Gdufxb,0.723,0.929,9,-4.156,0,0.0353,0.000452,0.125,0.236,0.965,130.03,161293,4,2
5nYMRWEHPEhbZ3GbfuBZAV,0.461,0.832,9,-3.23,1,0.0402,0.023,3.2e-06,0.0262,0.733,156.206,205160,4,2
5GdUQQ8WYOSwpgMad7k7Gy,0.687,0.584,9,-6.493,1,0.0327,0.0231,0.0,0.146,0.524,123.962,165000,4,1
4KJFUsUnQlK4vULykBTi5q,0.366,0.715,2,-4.78,1,0.0365,0.203,0.0,0.0667,0.316,161.044,242293,4,1
0wyOnrfGOlDdWHdIybLr4n,0.501,0.749,2,-4.537,1,0.0279,0.0176,0.0,0.114,0.673,159.817,226200,4,2
3adnLFXKO5rC1lhUNSeg3N,0.509,0.538,5,-6.835,1,0.0379,0.306,5.03e-06,0.091,0.284,170.111,240600,4,1
0lZxd99ZIjA0zUdQAY3FXr,0.55,0.543,2,-8.395,1,0.0408,0.379,0.0,0.0927,0.562,82.761,231293,4,3
3iQHtjDo1jgcbjUPsh3Dkb,0.822,0.832,2,-2.631,1,0.22,0.085,0.0,0.0711,0.756,93.178,216133,4,2
7uBfthz332LQQpLqVpD1DH,0.785,0.614,4,-7.312,1,0.451,0.873,0.0,0.354,0.566,100.121,232333,4,3
1hQhVRvc0E4ip1tall6Ey7,0.667,0.392,4,-9.228,1,0.0258,0.383,7.73e-06,0.16,0.549,93.174,247533,4,3
1unbLw4cvR8za4YpHFWcN7,0.51,0.863,4,-4.56,0,0.402,0.155,2.93e-06,0.375,0.628,85.599,245827,4,2
5z7mYFfhw6N6f23VwrokJD,0.871,0.597,5,-4.932,0,0.0464,0.126,0.000113,0.0638,0.635,125.999,234000,4,2
5lJx5eiSahFfsqkMJVlkDN,0.765,0.666,7,-5.384,1,0.172,0.103,0.0,0.116,0.757,87.002,273360,4,2
0tuEEuDijBNJxcLSIrMNsU,0.495,0.612,2,-6.57,1,0.0303,0.41,0.0,0.0974,0.366,148.083,212907,4,1
3sBuuFbaRBvFJWkd4Qgv7W,0.606,0.844,0,-5.497,1,0.0552,0.11,2.86e-06,0.14,0.585,118.967,210827,4,2
0ei6GEDD2dV6U2507Po9ma,0.795,0.934,6,-4.617,0,0.0323,0.0336,0.0,0.158,0.96,124.998,218173,4,2
4vumsuBIb2nEFKLuNaOeGO,0.322,0.585,1,-5.111,1,0.0296,0.382,0.0,0.134,0.427,76.645,199467,4,1
6CqYhhUPJORx1vvdTNc8jv,0.328,0.843,6,-6.644,1,0.0887,0.000111,0.801,0.0496,0.422,113.329,246000,4,1
6I9VzXrHxO9rA9A5euc8Ak,0.774,0.838,5,-3.914,0,0.114,0.0249,0.025,0.242,0.924,143.04,198800,4,2
0UNTBB02C1aB55Fu4H63qd,0.765,0.821,4,-5.926,0,0.183,0.0918,0.0,0.217,0.962,162.519,276800,4,2
3Gf5nttwcX9aaSQXRWidEZ,0.85,0.7,7,-6.49,1,0.0478,0.0616,1.8e-06,0.244,0.722,101.875,291782,4,2
1Yuim9eHBfG8YUJII28XDF,0.544,0.867,10,-5.527,1,0.0517,2.63e-05,0.0165,0.266,0.726,93.925,228480,4,2
1dHJETCn2X1R1YwVlMvSza,0.513,0.826,10,-3.651,0,0.132,0.106,0.0,0.0675,0.889,76.91,265027,1,2
305WCRhhS10XUcH6AEwZk6,0.613,0.953,2,-3.435,1,0.0855,0.00148,0.000582,0.152,0.537,105.046,213800,4,2
0asiXYLtkLysGJTFdYs0My,0.645,0.836,3,-5.558,1,0.0381,0.202,0.0209,0.156,0.68,105.746,252773,3,2
0APaEswBBkQArDsjDPa2Ef,0.574,0.676,4,-10.635,0,0.0259,0.000645,1.48e-06,0.101,0.316,102.49,245486,4,1
1qbuXUjh9CSyHI9RahC6R7,0.785,0.784,9,-3.739,1,0.0334,0.00874,0.000149,0.251,0.646,120.034,202133,4,2
0hDQV9X1Da5JrwhK8gu86p,0.502,0.941,7,-5.194,1,0.0716,0.000346,0.319,0.553,0.124,119.783,219987,4,1
2do7t1NMxLTgblFuCvn7H7,0.679,0.644,0,-6.867,1,0.21,0.107,0.0,0.107,0.411,91.259,246933,4,1
7pNJ1T9TGbVbNHKaLhhPri,0.553,0.756,0,-4.583,1,0.108,0.0923,0.0,0.215,0.605,94.487,191827,4,2
4kUmPSgNMjedQW63iEf8g2,0.387,0.885,4,-3.27,1,0.0719,0.0295,5e-06,0.36,0.595,205.942,241813,4,2
2T8hXV9LUZMDBKR5RALGEa,0.734,0.846,11,-6.102,1,0.409,0.101,0.0,0.233,0.702,145.894,290760,4,2
2PpruBYCo4H7WOBJ7Q2EwM,0.727,0.974,4,-2.261,0,0.0664,0.103,0.000532,0.174,0.965,79.526,235213,4,2
5Rkbnhwkb6oiqq1HQcXirN,0.601,0.768,8,-5.712,1,0.386,0.141,0.0,0.482,0.634,152.45,347507,4,2
4nl0AClM6HOOKwHJwLezEK,0.267,0.619,9,-5.392,1,0.0298,0.324,1.17e-06,0.148,0.185,146.1,327827,4,1
2TZ1apxMDlubCGMsOxcTbT,0.577,0.892,8,-5.121,0,0.0675,0.016,6.39e-05,0.299,0.454,118.096,214560,4,1
2u34ZVPVlr7hfN7vDr1512,0.721,0.472,9,-7.574,1,0.0619,0.076,0.0,0.332,0.462,129.964,261867,4,1
7jp5yLTwHNJL9awtdZf2Br,0.608,0.822,2,-3.32,1,0.0267,0.0726,0.0,0.191,0.587,100.007,229533,4,2
1rSo624QuuCteNxAzsU3SV,0.532,0.943,7,-4.549,0,0.0512,0.0056,0.000587,0.317,0.371,140.042,294800,4,1
0Y6dPRfSOVgLzKpn7L741h,0.668,0.808,2,-5.26,1,0.0384,0.0193,0.0,0.0294,0.778,122.001,181800,3,2
23XFjkEHUpVh3fmcNJFkaR,0.855,0.63,10,-7.569,0,0.27,0.255,0.0,0.331,0.578,102.922,272547,4,2
1MTQHCpraD4S8g5PAFKzoj,0.595,0.489,7,-6.66,1,0.0271,0.497,0.0,0.119,0.0902,120.315,269973,4,0
2fOxxLz9JVe53itq6pfBak,0.606,0.75,8,-4.535,0,0.0306,0.00264,0.000788,0.321,0.771,126.316,225867,4,2
0oVWPlnK5eAqnJCVB0FvpP,0.565,0.541,9,-8.426,1,0.0376,0.193,3.45e-06,0.0582,0.226,82.006,263333,4,1
0PD211kSLtAZ76OSHtMOnJ,0.57,0.664,7,-4.997,1,0.0283,0.0328,0.0,0.0673,0.214,121.316,265800,3,1
3h0NvxPV2wiENW2ieih9DL,0.506,0.663,0,-3.972,1,0.0259,0.086,0.0,0.118,0.498,80.299,244640,4,1
7CIzpZaeeNCtJDi1nqEDXb,0.317,0.804,9,-6.504,0,0.0379,8.08e-05,0.109,0.0995,0.181,164.185,254027,4,1
5SKkOuJxufkWfkTFnwQvWO,0.612,0.652,0,-7.024,1,0.0681,0.343,0.0,0.0537,0.388,114.918,262960,4,1
4suwdakbo49IdFNbYcf5iO,0.77,0.825,1,-5.324,0,0.158,0.124,0.0,0.07,0.925,94.982,251733,4,2
3A4cpTBPaIQdtPFb5JxtaX,0.559,0.733,2,-5.659,0,0.171,0.314,0.0,0.284,0.611,145.115,316053,4,2
1hrCqasBFvB9IyLhrABVhc,0.513,0.468,9,-9.165,1,0.0282,0.279,1.58e-06,0.321,0.37,156.979,219267,4,1
0K7XjmTNFwQ2qwHn4MjlDx,0.674,0.897,8,-3.053,1,0.259,0.181,0.0,0.195,0.525,91.194,235907,4,1
3bwAS8cN7Xtzvv5UurJOOX,0.341,0.662,9,-5.023,0,0.0335,0.105,0.0,0.113,0.2,174.875,334907,4,1
7LkQBDAiS0GVSO5JQuYDzY,0.357,0.302,8,-7.191,1,0.0362,0.869,0.0,0.157,0.376,122.622,193800,4,0
35Y18Dv2pAiJ7v0Zou9gxI,0.788,0.635,8,-2.922,1,0.135,0.0993,9.9e-06,0.292,0.601,141.019,201867,4,2
6AsMEdzzqzRQsTyOub8r15,0.364,0.45,2,-4.905,1,0.0288,0.382,0.0,0.122,0.198,73.279,247373,4,0
6XsT5UGfpaFeHQf5LRIy4W,0.75,0.458,1,-9.092,1,0.0803,0.226,3.25e-05,0.137,0.536,83.61,301133,4,1
7bchsHDaf9CRoe64ceIDYQ,0.827,0.612,0,-6.347,0,0.0613,0.1,4.33e-06,0.0461,0.516,68.505,225627,4,1
1nCSr7oGeUv7sUEoYuAJFF,0.558,0.314,2,-10.623,1,0.0295,0.709,0.000319,0.193,0.267,125.59,271280,4,0
6Os7cO6a6UeglnpIKidRjh,0.517,0.608,10,-7.206,1,0.0265,0.0924,0.0,0.0707,0.506,62.65,276400,5,1
0Z9YP4ntjcqlMCfgi5Eete,0.551,0.879,0,-1.395,1,0.0378,0.0261,2.43e-06,0.132,0.293,106.135,260813,4,1
5WXtKPaUn0rgwtv4sGoCUt,0.76,0.67,1,-4.891,1,0.126,0.0132,5.94e-05,0.113,0.145,177.927,344987,4,1
56sAXFMfTagQGl5KOxvdxt,0.626,0.886,4,-4.787,1,0.034,0.0668,0.0,0.118,0.782,132.905,173333,4,2
6yXbhtXMMujv7ZcV1UxCuD,0.559,0.84,7,-3.997,1,0.0321,0.0101,0.0017,0.333,0.77,105.943,200600,4,2
0556ZLw2XaozAPkNDP4EO3,0.837,0.632,9,-8.471,1,0.0578,0.014,6.87e-06,0.335,0.825,111.978,251560,3,2
4mmkhcEm1Ljy1U9nwtsxUo,0.571,0.739,7,-6.11,1,0.247,0.00865,5.21e-06,0.158,0.66,83.089,221227,4,2
6QwwsJC57SitPcWuyEpuwd,0.777,0.81,7,-4.968,1,0.0462,0.0192,0.0,0.0861,0.787,78.021,276320,4,2
3P0P5k9GL7fTM3mds8Nv6Z,0.872,0.644,7,-8.543,1,0.203,0.329,3.59e-06,0.29,0.852,113.944,210707,4,2
4ex9m6RWw8PcfAZEaktdBL,0.683,0.724,0,-4.839,0,0.282,0.275,0.0,0.065,0.691,98.711,212800,4,2
2HqCaO7BV010qXS5FuiTED,0.537,0.699,10,-6.615,1,0.0399,0.237,2.27e-05,0.114,0.814,84.905,250627,4,2
0M955bMOoilikPXwKLYpoi,0.498,0.83,6,-5.157,0,0.0421,0.00461,0.0,0.139,0.453,89.342,231480,4,1
14k9qyaFUPF7fm5o0fRwZD,0.805,0.773,3,-5.734,0,0.0278,0.12,0.0,0.0594,0.969,130.03,208427,4,2
0kQTioPt53cX2uUk3POlxe,0.558,0.801,5,-7.691,0,0.0295,0.00712,0.0107,0.131,0.85,132.023,195227,4,2
6Nq5lE0CeOAAAqN4qhkbZU,0.662,0.748,5,-3.041,0,0.268,0.688,8.43e-06,0.0841,0.535,82.331,239027,4,3
3XabgBQYC7H80agKcAq83Y,0.937,0.695,0,-6.932,1,0.134,0.000577,3.19e-05,0.295,0.457,99.997,278707,4,1
65iyI1iybyv5ecsfBHSdUf,0.843,0.7,9,-3.249,0,0.26,0.127,0.0,0.876,0.675,95.05,293053,4,2
0O0ieeprNUzIbiOSnDg5Z0,0.565,0.777,2,-5.516,0,0.037,0.152,0.0,0.35,0.593,110.092,243867,4,2
6s38Rg9wfWVIkZhv7V6A0D,0.757,0.554,1,-9.342,1,0.051,0.136,2.63e-06,0.266,0.536,128.0,143544,4,1
6cR1U61DMpYbS2TtNTlSvo,0.755,0.381,8,-6.696,0,0.0711,0.291,5.13e-06,0.0974,0.695,73.108,263507,4,3
6LGwYMXXgURfaequXipzHx,0.264,0.663,9,-8.264,1,0.187,0.59,0.00443,0.342,0.249,167.078,366733,4,0
6Bm6qUCSatPAqkQllFL7oA,0.256,0.788,6,-5.263,0,0.0403,0.0298,0.0,0.707,0.429,80.718,228707,4,1
5tpmCenLbM2lXo4Dxqrml4,0.77,0.779,0,-3.571,1,0.0628,0.056,3.34e-05,0.0832,0.972,135.102,253107,4,2
6hVdYM1RKjPIYv17KJ6Cll,0.721,0.917,8,-4.717,1,0.0477,0.0821,0.00155,0.296,0.549,140.026,241040,4,2
5NhqD8ODDHOOOXrqlctPUL,0.962,0.632,11,-4.7,0,0.176,0.116,0.0,0.108,0.892,119.917,213467,4,2
114bGIxUrj6vnZwWEfEdMP,0.445,0.932,4,-4.739,1,0.316,0.000866,0.0,0.108,0.51,113.945,271093,4,1
3lfmqF0ULXRHlWxBeaHo3t,0.704,0.809,4,-3.045,1,0.0321,0.0233,0.0,0.0596,0.962,131.952,169413,4,2
0sNKiz82ATCvT3f3XVVUUj,0.766,0.882,5,-4.478,1,0.0719,0.0674,2.3e-06,0.281,0.544,107.932,172467,4,2
1CjQCQsl9FDb3WhjGcFOzG,0.577,0.483,4,-8.141,1,0.0324,0.0337,6.22e-06,0.3,0.218,135.77,302667,4,1
56LfnhlS3xvjtCpXWOxleW,0.573,0.949,5,-2.799,1,0.0382,0.00881,3.84e-05,0.277,0.756,114.273,208933,4,2
6QUs5z2uEbSGZJpPGMfgQA,0.372,0.872,0,-6.651,1,0.056,0.0185,0.0,0.368,0.65,173.525,289560,4,2
2CtCwQhY0ZLvr8L2l8Bo6e,0.751,0.84,6,-4.855,1,0.349,0.367,0.0,0.0916,0.801,99.057,213760,4,2
0vruudBLCE0inwsooo7V65,0.503,0.492,2,-7.607,0,0.0357,0.61,2.4e-05,0.0853,0.352,74.967,227000,4,0
5TpaWJKnuyA4MjzAbFXSTQ,0.772,0.724,6,-5.799,0,0.307,0.0149,0.0,0.355,0.518,84.038,298600,4,1
4j3X4KX8rURekAVIFUhI23,0.494,0.672,3,-4.877,1,0.0405,0.0273,0.0,0.105,0.557,156.208,277027,4,1
3UyL1yzD5B1nIaFJRs4W8r,0.424,0.937,1,-5.354,1,0.0769,0.000884,0.0,0.113,0.156,137.861,245600,4,1
42JgHvkBiAc5ivo0gvVRvQ,0.484,0.439,2,-5.995,1,0.0336,0.556,0.0,0.251,0.157,69.945,304013,4,0
1xE7osYAtzz1PvLoVdOp5E,0.895,0.628,10,-3.79,1,0.0473,0.0412,0.0,0.059,0.34,104.009,258427,4,1
7BB3emVX0QaFVddCHiO9wt,0.77,0.833,5,-4.536,1,0.028,0.0793,0.0,0.0819,0.964,109.928,131867,4,2
06ZDLodo1UDVavc3MXREZ3,0.67,0.616,10,-6.123,1,0.225,0.573,0.0,0.0535,0.523,120.129,270880,4,3
4KWMLqpM2XRUneZOwGY38w,0.768,0.891,5,-3.235,0,0.257,0.0322,0.0,0.167,0.787,91.901,223733,4,2
635mzxhITS1xY3AVSLKgyD,0.644,0.753,6,-4.296,1,0.0391,0.0279,0.00227,0.108,0.209,117.148,211773,4,1
2tSdFhs9JtIr11NDECPwpe,0.615,0.964,2,-6.842,0,0.0517,0.0489,0.000323,0.225,0.472,131.965,303640,4,1
0UGsSjbp8vhm8QfNOIdmMy,0.388,0.943,8,-2.927,1,0.104,0.000306,0.0,0.168,0.162,154.721,238467,4,1
2DAxu8f0ZupOzkFEZz8kqE,0.772,0.845,6,-8.082,1,0.0468,0.0133,0.166,0.139,0.573,114.997,193667,4,2
2s0ouHqJebHfiQ6C1GUFJd,0.891,0.77,1,-6.124,1,0.0439,0.00862,0.0315,0.155,0.819,112.997,182627,4,2
4WY3HyGXsWqjFRCVD6gnTe,0.655,0.488,1,-9.17,1,0.22,0.0825,1.16e-06,0.221,0.791,91.025,244827,4,2
1ZlVEstPFrKs3alKIejN6I,0.545,0.796,10,-2.762,0,0.406,0.0467,0.000287,0.165,0.629,166.122,231987,4,2
1mJkU57DxmxPrjd3l91HDD,0.872,0.838,6,-6.687,1,0.26,0.055,0.0,0.0596,0.932,98.011,272093,4,2
6QdVBqkKNUqCqercvUHMkP,0.675,0.779,6,-1.439,0,0.402,0.161,0.0,0.0656,0.553,95.739,232227,4,1
2s0DmFkinx9TZMFxAfn4lJ,0.697,0.678,3,-7.133,0,0.234,0.256,0.0,0.191,0.785,101.051,229467,4,2
5xh0pLWWOuHiHsqvIX8JpH,0.565,0.878,9,-4.388,1,0.0385,0.0431,0.0,0.365,0.451,98.985,229027,4,1
7lrAsaTw9CTh5uSr0fvHOd,0.775,0.53,1,-6.564,0,0.119,0.2,0.0,0.231,0.775,94.985,432147,4,2
6njG8EYG1lrROn8P6q46eq,0.927,0.596,10,-7.058,0,0.301,0.0979,0.0,0.283,0.914,94.997,224667,4,2
2C4RRPsDsjghWolIaodRh4,0.839,0.612,8,-8.777,1,0.179,0.484,0.0,0.0839,0.891,152.0,258947,4,3
4dZhQj20JbKlD9oR0X8kjZ,0.319,0.732,4,-4.475,1,0.0436,0.0134,0.0,0.658,0.2,80.195,234427,4,1
1AEYT6VxrxXPMoQUxsY0E4,0.492,0.896,4,-5.819,0,0.117,0.000172,2.78e-06,0.189,0.534,184.981,285570,4,1
3KW1FwspaOaaqLvcF8vSsS,0.389,0.515,7,-6.224,1,0.03,0.388,0.0,0.0802,0.164,70.136,213547,4,1
4S6iSQ7Wr8Ugj4PK1iexkt,0.623,0.58,5,-9.464,0,0.439,0.172,0.0,0.563,0.51,85.9,303107,4,1
75pAfYEpRXZf7GVORGhOgz,0.669,0.61,1,-8.217,1,0.0457,0.119,2.75e-05,0.53,0.428,94.439,214600,4,1
2KIxyCvBR4u1f9B2IRdlXX,0.661,0.422,8,-6.918,0,0.0282,0.0881,3.03e-06,0.164,0.426,117.006,241373,4,1
3CbnA6S33amyRNmgmfi33H,0.586,0.572,5,-7.523,0,0.0398,0.137,0.0,0.57,0.563,81.893,299027,4,1
0FmCLEHfINGqwlyzvklNqy,0.81,0.791,7,-5.909,1,0.181,0.0893,0.0,0.0838,0.948,153.067,314400,4,2
6FOpPA0a80RuBqqgDozvja,0.407,0.896,6,-2.935,1,0.063,0.012,0.0,0.196,0.156,138.697,243573,3,1
7kuZ5XTWm18LWFJ1CdijJV,0.576,0.496,6,-6.716,1,0.0264,0.0355,0.0,0.162,0.236,77.006,255387,4,1
0kJOVEXI6rvYKdNOYCt2Xp,0.8,0.644,4,-4.898,1,0.148,0.0215,0.00059,0.0924,0.816,96.015,222387,4,2
1J02p0AlYptTfos2M3hLW6,0.477,0.553,0,-6.094,1,0.0302,0.213,1.31e-06,0.201,0.299,128.416,219160,3,1
0nprj2O0teCglthuhzTG5o,0.596,0.921,7,-4.987,1,0.0504,0.0221,0.0,0.303,0.703,104.024,210560,4,2
4z4PB23xYTg1oANmyZovsw,0.487,0.759,11,-4.849,1,0.0405,0.0273,0.0,0.165,0.227,80.958,208360,4,1
2x5qF66rFO6DERBMNkQAqn,0.58,0.922,1,-3.785,1,0.0957,0.0917,0.0,0.189,0.649,89.841,200387,4,2
6uzesxG4dlBg3faZmzL6Qs,0.908,0.738,1,-4.933,1,0.271,0.143,0.0,0.0829,0.79,95.954,193000,4,2
27L8sESb3KR79asDUBu8nW,0.774,0.75,11,-4.927,0,0.0412,0.00207,1.78e-05,0.0808,0.927,118.015,197987,4,2
6Ln2tBK4EnNtMLtYyAZhr7,0.777,0.588,10,-8.651,1,0.373,0.414,4.79e-05,0.146,0.54,88.915,257653,4,3
7gDVjl5fEw2OPAtjbW4LzR,0.483,0.841,1,-7.494,0,0.0523,0.000172,0.861,0.108,0.13,159.747,195133,3,1
2QHLDXkIxuQwVUPZJEgJaU,0.746,0.279,4,-15.277,1,0.0475,0.00115,0.54,0.133,0.924,86.372,201114,4,2
0MJU8dgtdg4bsam7HdgLmO,0.895,0.67,10,-10.364,0,0.271,0.0645,0.0326,0.37,0.33,110.885,221280,4,1
4TJduXYW1Pg96EDNnfiwxJ,0.715,0.733,1,-7.068,1,0.262,0.134,0.0,0.157,0.897,87.665,295173,4,2
4V9JDRqKjN8F2HWdlEDxvI,0.662,0.908,1,-4.764,0,0.0449,0.0506,0.0,0.0508,0.967,149.941,173693,4,2
32jHB7W9b08OTorAqR0cJo,0.608,0.825,2,-6.303,1,0.0419,0.024,0.00656,0.346,0.454,115.049,335333,4,1
1UmI1kV6HpC56GtcMtV22b,0.575,0.496,4,-6.716,0,0.164,0.0945,0.0,0.0891,0.288,103.49,244227,3,1
2PdoqJWYGBSs6hTZzKG4AV,0.815,0.763,1,-8.276,0,0.0873,0.00636,0.415,0.0581,0.772,120.049,226013,4,2
3c9WJhG3QvTtHmwKb5wz3i,0.68,0.717,0,-5.184,1,0.0286,0.27,0.0,0.075,0.664,129.035,257733,4,2
1YZBMqN8kHaaRPXpQTC3kb,0.606,0.699,8,-3.103,0,0.0337,0.343,1.89e-06,0.0757,0.509,83.701,297960,4,1
7rS87NoPWbAkVURdVFbGH9,0.671,0.755,2,-5.274,1,0.0252,0.178,2.64e-05,0.0675,0.362,103.552,244373,4,1
0Jh9EBGN205Yc7JN2zZ2f1,0.608,0.937,4,-3.071,1,0.033,0.0121,0.0403,0.309,0.515,117.304,265960,4,1
0Q2b6AxWV5tD117XktdQxl,0.612,0.357,7,-10.4,1,0.0303,0.849,3.23e-06,0.516,0.148,107.129,221000,4,0
02UnamzTn2rySwzcMkq5qx,0.573,0.662,9,-4.461,1,0.0265,0.209,3.92e-05,0.323,0.256,140.046,234253,4,1
6TZEPo10yErUtF5AtdfLY2,0.548,0.402,2,-8.727,1,0.0247,0.698,0.000114,0.135,0.214,84.211,237333,4,0
7uyivkbdc8iH8wyBGBhlXV,0.476,0.596,7,-4.234,1,0.0705,0.108,0.0,0.138,0.549,80.74,229000,4,1
0l3GEbH3CviUytD6iX4wzg,0.866,0.749,2,-3.977,1,0.253,0.15,0.0,0.0614,0.891,92.074,250747,4,2
7MtZJEuIZ6GEKGSN7ttTkX,0.666,0.817,2,-6.072,1,0.0453,0.115,1.18e-05,0.0668,0.826,120.02,221120,4,2
1Qdnvn4XlmZANCVy3XjrQo,0.433,0.854,9,-3.868,1,0.0483,0.000336,0.000177,0.162,0.368,89.4,277840,4,1
1FK0sZfZzCAIDUn7htCemp,0.632,0.786,9,-5.596,1,0.354,0.0415,1.2e-05,0.0527,0.699,94.499,296467,4,2
2Xhlh2be3mRECtvUh1Ryu8,0.762,0.622,5,-9.91,1,0.0272,0.21,0.306,0.0469,0.867,109.02,208147,4,2
0J1Wfjo9H3R62yaCuuNDZX,0.552,0.802,0,-3.799,1,0.0615,0.215,0.0,0.275,0.776,78.21,215333,4,2
1kgDlypHy9hCvCxeoCtd7X,0.855,0.788,6,-3.041,0,0.219,0.00709,0.0,0.358,0.809,99.992,262800,4,2
3fbKJNrsPJwye98LTGm4Ok,0.546,0.852,9,-5.058,1,0.0365,0.0128,0.0,0.128,0.831,96.907,225600,4,2
2Cvdv8AWXuikxnLrMs5I13,0.588,0.916,1,-4.573,0,0.0373,0.00179,0.000646,0.295,0.768,110.045,209707,4,2
13QMUA813rB5QdsePrPRoo,0.854,0.705,1,-8.314,1,0.298,0.0262,0.0,0.0336,0.701,99.989,196693,4,2
01CnYyPXMFRzOFVQBU8WMb,0.613,0.801,8,-4.431,1,0.0354,0.0626,1.15e-05,0.124,0.609,126.966,243160,4,2
0cv1Mnb47oMvjVKMc2cyZw,0.859,0.658,8,-4.481,1,0.192,0.0326,0.00181,0.0651,0.538,98.989,255267,4,2
2bO2qT1AU2Cexlr91Urc74,0.634,0.914,8,-3.377,1,0.138,0.126,0.0,0.0866,0.582,100.032,243800,4,2
40riOy7x9W7GXjyGp4pjAv,0.579,0.508,2,-9.484,1,0.027,0.00574,0.000494,0.0575,0.609,147.125,391376,4,1
44q2DhInsQYJ8X1q2H1RNj,0.339,0.273,5,-9.945,0,0.0309,0.729,0.0,0.152,0.304,96.804,251467,3,0
0NPjAIjJgGyobwvo3wUVsO,0.797,0.88,2,-6.249,0,0.0325,0.0119,1.85e-05,0.061,0.937,124.993,224440,4,2
0E29BKKGCJHcb7b9oIWgGB,0.454,0.839,3,-5.368,1,0.0441,0.0746,0.0,0.279,0.529,166.166,242200,4,1
0yHConG49418wPs8UfAt44,0.546,0.538,7,-7.886,0,0.0523,0.233,0.0,0.118,0.58,182.12,295773,4,1
4Yf5bqU3NK4kNOypcrLYwU,0.554,0.978,4,-3.554,1,0.131,0.111,0.0,0.0731,0.594,135.095,162600,4,2
6NwL1J7hmucpmuvlkYmhgK,0.749,0.536,11,-12.491,1,0.0866,0.283,0.00166,0.111,0.239,103.05,112397,4,1
5O1PysbsHILCIZDHQscUWn,0.635,0.656,5,-5.04,0,0.0403,0.042,0.0,0.115,0.579,99.049,223493,4,1
3TkNsftUBh8dwwLUHpmYNC,0.712,0.657,10,-5.888,0,0.149,0.0577,0.0,0.234,0.437,97.993,249573,4,1
0xmjwnQ3FNE6HuWCt2nHdZ,0.834,0.699,5,-3.222,1,0.178,0.111,0.0,0.131,0.809,94.086,272533,4,2
5uj2AfrbHQREGXVxhqhvyU,0.582,0.642,1,-4.925,1,0.307,0.274,2.98e-05,0.0717,0.936,85.565,221267,4,2
